Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON YIELD (Kg per ha)
128,2003,3,Gujarat,Dangs,14,1221.43,0,0,4.3,2279.07,0,0,0,0
128,2004,3,Gujarat,Dangs,12.6,2420.63,0.1,4000,0.3,1333.33,0,0,0,0
128,2005,3,Gujarat,Dangs,15.5,1348.39,0.2,2500,5,1740,0,0,0,0
128,2006,3,Gujarat,Dangs,16.9,1207.1,0.3,3000,4.8,1041.67,0.1,4000,0,0
128,2007,3,Gujarat,Dangs,16.8,1357.14,0.4,3500,5,1760,0.1,5000,0,0
128,2008,3,Gujarat,Dangs,17.9,1268.16,0.7,2428.57,5.2,1423.08,0.1,11000,0,0
128,2009,3,Gujarat,Dangs,15.8,1101.27,0.8,2750,4.9,1061.22,0.1,6000,0,0
128,2010,3,Gujarat,Dangs,18,1300,2.4,3375,4,1825,0,0,0,0
128,2011,3,Gujarat,Dangs,18,1705.56,4.4,3159.09,4.5,1644.44,0.1,5500,0,0
128,2012,3,Gujarat,Dangs,13.8,1579.71,3.8,2973.68,0.4,2500,0,0,0,0
128,2013,3,Gujarat,Dangs,16.81,2568.71,2.64,3291.67,3.63,2716.25,0,0,0,0
128,2014,3,Gujarat,Dangs,14.46,1493.78,2.56,1562.5,2.84,1985.92,0.16,7187.5,0,0
128,2015,3,Gujarat,Dangs,21.11,1973.47,2.51,1478.09,1.85,1427.03,0.17,6891.02,0,0
128,2016,3,Gujarat,Dangs,22.2,2415.72,2.15,1486.31,2.49,1433.04,0.18,0,0,0
128,2017,3,Gujarat,Dangs,20.83,2398.34,2.26,799.29,3.14,1129.85,0.16,6205.1,0,0
129,1966,3,Gujarat,Jamnagar,2,500,15,933.33,351,527.07,2.3,6304.35,21,142.86
129,1967,3,Gujarat,Jamnagar,2,500,33,1303.03,355,788.73,2,6000,16,125
129,1968,3,Gujarat,Jamnagar,1.4,714.29,25.4,1102.36,307.8,331.38,2.9,5551.72,21.4,140.19
129,1969,3,Gujarat,Jamnagar,2.3,695.65,18.2,1192.31,295.7,358.81,3.2,5250,20.2,198.02
129,1970,3,Gujarat,Jamnagar,1.8,1277.78,30.7,1752.44,290.7,995.53,1.9,6157.89,26.7,239.7
129,1971,3,Gujarat,Jamnagar,1.5,1000,19.9,1497.49,371.8,969.61,2.4,5791.67,33.1,311.18
129,1972,3,Gujarat,Jamnagar,1.3,538.46,9.2,1641.3,399.3,108.19,2,4050,30.6,166.67
129,1973,3,Gujarat,Jamnagar,0.9,1000,5.5,2072.73,359.2,573.22,1.9,4684.21,25.8,213.18
129,1974,3,Gujarat,Jamnagar,0.1,0,2.3,1695.65,251.7,121.97,0.8,2875,5.9,203.39
129,1975,3,Gujarat,Jamnagar,0.2,1500,23.9,1598.33,311.6,1358.79,0.5,5200,18.8,196.81
129,1976,3,Gujarat,Jamnagar,0.2,500,22,1531.82,415.2,593.21,1.4,6857.14,28.2,237.59
129,1977,3,Gujarat,Jamnagar,0.6,833.33,19.9,1844.22,390.6,748.34,2.7,5555.56,37.6,316.49
129,1978,3,Gujarat,Jamnagar,0.3,1000,20.8,1975.96,410.5,856.76,2.5,6160,31.5,352.38
129,1979,3,Gujarat,Jamnagar,0.3,1000,35,1645.71,400.2,810.09,2.5,6000,30.7,293.16
129,1980,3,Gujarat,Jamnagar,0.5,1200,34.9,2157.59,400.9,716.39,3.2,6500,28.2,304.96
129,1981,3,Gujarat,Jamnagar,0.4,1250,33.9,2315.63,414.4,902.51,3.1,7580.65,27.4,386.86
129,1982,3,Gujarat,Jamnagar,0.2,1500,35.3,2379.6,417.8,618.96,4.2,7476.19,26.8,291.04
129,1983,3,Gujarat,Jamnagar,0.3,1666.67,36.8,2364.13,436.4,859.76,3.2,7593.75,25.1,290.84
129,1984,3,Gujarat,Jamnagar,0.3,1666.67,32.5,1667.69,383.8,550.55,3,7200,14.4,298.61
129,1985,3,Gujarat,Jamnagar,0.2,1500,11,1609.09,310.3,74.77,3.2,7250,25.9,378.38
129,1986,3,Gujarat,Jamnagar,0.2,1500,6.6,1984.85,379,253.3,1.2,8000,30,233.33
129,1987,3,Gujarat,Jamnagar,0,0,1,1000,175,5.71,0.4,7250,7,142.86
129,1988,3,Gujarat,Jamnagar,0,0,31.2,2205.13,410.1,1809.07,0.1,12000,33,739.39
129,1989,3,Gujarat,Jamnagar,0,0,23,2021.74,435.6,281.22,0.5,8800,28.5,371.93
129,1990,3,Gujarat,Jamnagar,0,0,33,833.33,341.5,59.15,1.2,6833.33,22.4,324.11
129,1991,3,Gujarat,Jamnagar,0,0,7.4,2216.22,372,28.49,1,7500,21.9,298.17
129,1992,3,Gujarat,Jamnagar,0,0,25.3,2383.4,324.6,967.04,0.6,7000,28.9,370.59
129,1993,3,Gujarat,Jamnagar,0,0,4.3,1837.21,391.6,13.28,0.7,6571.43,23.9,298.74
129,1994,3,Gujarat,Jamnagar,0,0,42,3142.86,374,1275.4,1,5000,30.58,0
129,1995,3,Gujarat,Jamnagar,0,0,11.2,2401.79,381.6,313.16,0.9,6555.56,38.6,458.03
129,1996,3,Gujarat,Jamnagar,0,0,13.5,2977.78,357.7,1045.29,0.6,6833.33,37.5,445.07
129,1997,3,Gujarat,Jamnagar,0,0,25,2664,364.4,1251.65,0.5,7200,42,643.1
129,1998,3,Gujarat,Jamnagar,0,0,21.9,2648.4,384.3,820.71,0.7,6142.86,39.9,868.67
129,1999,3,Gujarat,Jamnagar,0,0,3.2,1437.5,368.9,47.44,0.5,7000,40.2,300.25
129,2000,3,Gujarat,Jamnagar,0,0,3,1966.67,391.7,24,0.5,5800,31.2,113.78
129,2001,3,Gujarat,Jamnagar,0,0,9.7,2845.36,397.5,1360,0.4,8750,39,196.67
129,2002,3,Gujarat,Jamnagar,0,0,8.3,2481.93,439.3,36.65,0.3,7000,29.6,176.35
129,2003,3,Gujarat,Jamnagar,0,0,37.6,3547.87,439.5,2157.68,0.3,7333.33,32,998.13
129,2004,3,Gujarat,Jamnagar,0,0,25.3,1869.57,424.7,968.92,0.3,7000,46.7,934.48
129,2005,3,Gujarat,Jamnagar,0,0,29.1,2725.09,428,1522.66,0.3,9333.33,92.1,912.81
129,2006,3,Gujarat,Jamnagar,0,0,49.9,2935.87,334.7,1417.69,0.2,8500,173,867.57
129,2007,3,Gujarat,Jamnagar,0,0,48.5,3731.96,365,1686.58,0.7,7428.57,185.5,764.69
129,2008,3,Gujarat,Jamnagar,0,0,35.6,3289.33,399.4,1643.72,0.5,6600,142.4,701.83
129,2009,3,Gujarat,Jamnagar,0,0,36,3294.44,393.2,1689.22,0.5,7000,165.8,753.62
129,2010,3,Gujarat,Jamnagar,0,0,60.4,3640.73,396.3,1810.24,0.5,7200,192.6,673.36
129,2011,3,Gujarat,Jamnagar,0,0,38.1,3593.18,336.5,1869.54,0,0,231,792.25
129,2012,3,Gujarat,Jamnagar,0,0,4.8,2437.5,199.3,80.28,0,0,111.6,81.99
129,2013,3,Gujarat,Jamnagar,0,0,42.35,4100.59,365.83,3001.86,0.35,6885.71,180.53,1144.63
129,2014,3,Gujarat,Jamnagar,0,0,5.19,3768.92,304.18,1949.31,0.09,6692.5,236.46,680.63
129,2015,3,Gujarat,Jamnagar,0,0,2.13,3143.31,294.48,842.63,0,6892,248.8,434.48
129,2016,3,Gujarat,Jamnagar,0,0,4.71,2934.53,316.09,885.05,0,7187.5,210.63,209.6
129,2017,3,Gujarat,Jamnagar,0,0,10.98,3602.15,323.42,3022.88,0.01,6203.85,197.3,1009.48
130,1966,3,Gujarat,Junagadh,6,666.67,17,1470.59,339,654.87,3.9,5666.67,33,151.52
130,1967,3,Gujarat,Junagadh,6,666.67,34,1705.88,344,962.21,4.4,5704.55,38,236.84
130,1968,3,Gujarat,Junagadh,6.8,441.18,32.8,1646.34,340.6,877.86,8.8,6136.36,35.2,170.45
130,1969,3,Gujarat,Junagadh,8.8,693.18,29.4,1683.67,335.2,838.31,10.8,6546.3,46.7,199.14
130,1970,3,Gujarat,Junagadh,8,1250,39.1,2132.99,358.6,1336.59,7.7,6350.65,47.8,238.49
130,1971,3,Gujarat,Junagadh,6.9,985.51,37.9,1963.06,378.4,1287.53,5.7,6192.98,59.2,253.38
130,1972,3,Gujarat,Junagadh,6.4,500,19.8,1924.24,387.2,254.39,5.8,3396.55,45.8,165.94
130,1973,3,Gujarat,Junagadh,4.8,1020.83,21.1,2075.83,358.8,1244.7,9.8,5581.63,48.8,213.11
130,1974,3,Gujarat,Junagadh,2.6,384.62,13.5,1829.63,341.2,436.69,8.3,3759.04,23.6,203.39
130,1975,3,Gujarat,Junagadh,3.3,1393.94,22.2,2148.65,397.8,1411.76,6.4,5171.88,32.6,196.32
130,1976,3,Gujarat,Junagadh,2.9,931.03,27,2007.41,406,1343.1,7.5,6346.67,45.5,237.36
130,1977,3,Gujarat,Junagadh,2.6,846.15,28.8,2416.67,410.5,1237.27,8.9,6528.09,58.7,316.87
130,1978,3,Gujarat,Junagadh,3.1,903.23,32.4,1953.7,375.2,1465.88,7.1,5676.06,40.3,349.88
130,1979,3,Gujarat,Junagadh,3.1,741.94,42.3,2453.9,365.8,1386,7,5585.71,39.3,290.08
130,1980,3,Gujarat,Junagadh,2.8,1250,45.2,2570.8,366.4,1225.71,9.2,5913.04,36,305.56
130,1981,3,Gujarat,Junagadh,1.7,1294.12,51.3,3115.01,378.8,1544.09,8.7,7080.46,35.1,381.77
130,1982,3,Gujarat,Junagadh,1.9,1631.58,62.5,3225.6,381.8,1058.93,14,5864.29,34.3,288.63
130,1983,3,Gujarat,Junagadh,2.3,1956.52,48.1,3232.85,398.9,1471.05,9.7,6298.97,32.1,289.72
130,1984,3,Gujarat,Junagadh,2.3,1826.09,46.7,2880.09,441.5,1181.65,13.6,5860.29,20.8,399.04
130,1985,3,Gujarat,Junagadh,1.8,1555.56,27.1,2915.13,401.6,355.33,10.5,5295.24,29.4,360.54
130,1986,3,Gujarat,Junagadh,2,1000,28,2717.86,383,1407.31,8.1,6444.44,23,434.78
130,1987,3,Gujarat,Junagadh,0.4,2500,4.5,1288.89,126,158.73,6.5,4507.69,5,200
130,1988,3,Gujarat,Junagadh,0.8,2250,48.7,3468.17,363.4,1714.64,7.7,8467.53,30.7,377.85
130,1989,3,Gujarat,Junagadh,0.3,2000,56.7,2670.19,444.1,1328.98,8.4,6726.19,15.9,440.25
130,1990,3,Gujarat,Junagadh,0.7,2000,46.6,3042.92,399.1,923.08,10.2,6500,29.3,329.01
130,1991,3,Gujarat,Junagadh,0.5,1600,34.1,2888.56,418.3,562.51,9.5,1789.47,31.4,395.22
130,1992,3,Gujarat,Junagadh,0.8,1875,56.2,3056.94,408.2,1161.44,8.5,7505.88,29.4,330.61
130,1993,3,Gujarat,Junagadh,0.5,1600,34,2729.41,409.2,343.35,6.8,6794.12,29.1,334.71
130,1994,3,Gujarat,Junagadh,0,0,58,3982.76,395,1556.96,9,6111.11,35.37,0
130,1995,3,Gujarat,Junagadh,1.6,2062.5,45.1,3450.11,398.1,927.66,8.4,7023.81,50.5,347.33
130,1996,3,Gujarat,Junagadh,0.3,1666.67,50.9,3593.32,392,1760.97,6.6,7454.55,32.7,330.28
130,1997,3,Gujarat,Junagadh,0.3,2333.33,45.5,3643.96,424.5,1838.4,5.3,9283.02,44.4,516.89
130,1998,3,Gujarat,Junagadh,0.4,2000,43.9,3779.04,426.1,1950.95,6.2,7500,46.1,632.54
130,1999,3,Gujarat,Junagadh,0.1,1000,20,2880,434.1,658.37,5,6800,43.2,331.71
130,2000,3,Gujarat,Junagadh,0.1,1000,11.3,2389.38,445.1,1020.89,8.6,5511.63,49,239.18
130,2001,3,Gujarat,Junagadh,0,0,45.8,3393.01,467.1,1613.14,7.3,9301.37,50.8,253.74
130,2002,3,Gujarat,Junagadh,0,0,17,3070.59,487.2,901.07,9.6,9250,36.1,311.91
130,2003,3,Gujarat,Junagadh,0,0,94.6,3672.3,508.1,2811.85,4.4,9409.09,22.9,798.69
130,2004,3,Gujarat,Junagadh,0,0,102.2,3559.69,517.4,1333.01,5.5,9963.64,28.1,891.1
130,2005,3,Gujarat,Junagadh,0,0,115.2,3734.37,507.8,2067.55,10.8,9444.44,49.8,1024.5
130,2006,3,Gujarat,Junagadh,0,0,154.9,3611.36,478.2,1245.29,14.8,10304.05,64.5,810.23
130,2007,3,Gujarat,Junagadh,0,0,192.9,4151.37,498,1759.44,11.7,8982.91,72.6,724.1
130,2008,3,Gujarat,Junagadh,0,0,193.7,2925.66,512.7,1994.93,14.6,6691.78,48.9,811.45
130,2009,3,Gujarat,Junagadh,0,0,122.7,3411.57,495.1,1095.94,10.1,6831.68,56.2,833.63
130,2010,3,Gujarat,Junagadh,0,0,244.6,4174.57,525.9,1959.31,8.8,7715.91,57,624.56
130,2011,3,Gujarat,Junagadh,0.2,2500,177.5,3710.42,488.7,1842.85,12.8,7210.16,92.2,646.96
130,2012,3,Gujarat,Junagadh,0,0,42.1,3047.51,363.4,491.74,1.4,7428.57,70,357.29
130,2013,3,Gujarat,Junagadh,0,0,235.66,4328.91,472.03,3576.28,5.78,6991.35,87.19,1159.42
130,2014,3,Gujarat,Junagadh,0,0,183.71,3968.16,388.7,2769.21,7.67,7036.51,150.64,929.57
130,2015,3,Gujarat,Junagadh,0,0,21.39,3681.63,385.57,1098.63,3.45,7878.58,131.63,409.03
130,2016,3,Gujarat,Junagadh,0,0,116.17,3620.9,443.23,2127.34,2.38,7850,71.71,647.69
130,2017,3,Gujarat,Junagadh,0,0,98.81,3777.59,450.78,2097.48,4.75,6205.35,77.51,532.48
131,1966,3,Gujarat,Kheda,77,883.12,46,1086.96,36,611.11,0.4,750,63,158.73
131,1967,3,Gujarat,Kheda,78,1243.59,58,1189.66,31,935.48,0.1,2000,56,196.43
131,1968,3,Gujarat,Kheda,81.7,1260.71,44,1522.73,27.5,181.82,0.1,3000,58.2,120.27
131,1969,3,Gujarat,Kheda,81.7,1221.54,46.9,1545.84,14.9,637.58,0.3,5000,53.9,218.92
131,1970,3,Gujarat,Kheda,88,1575,56.7,1460.32,20.2,985.15,0.7,5714.29,57.9,224.53
131,1971,3,Gujarat,Kheda,92.9,1248.65,44.8,1691.96,21.4,775.7,1,5700,74.8,271.39
131,1972,3,Gujarat,Kheda,79.8,666.67,36.3,1319.56,22.3,318.39,1.5,4800,84.4,267.77
131,1973,3,Gujarat,Kheda,69.5,971.22,56.1,1438.5,14.1,858.16,1.1,3272.73,81.5,241.72
131,1974,3,Gujarat,Kheda,60.2,714.29,50.8,1531.5,19.7,568.53,0.7,5285.71,69.7,205.16
131,1975,3,Gujarat,Kheda,80.2,1413.97,61.5,1315.45,19.1,973.82,0.9,4333.33,77.3,197.93
131,1976,3,Gujarat,Kheda,83.6,1577.75,57.1,1266.2,16.9,710.06,0.9,3111.11,69,239.13
131,1977,3,Gujarat,Kheda,96.5,1676.68,57.9,1587.22,17.1,730.99,1.2,3500,64.9,186.44
131,1978,3,Gujarat,Kheda,81.4,1716.22,67.4,1562.31,31.5,561.9,0.5,3600,59.6,144.3
131,1979,3,Gujarat,Kheda,85.6,1355.14,43,1918.6,30.7,530.94,0.5,3400,58.2,120.27
131,1980,3,Gujarat,Kheda,86.5,1801.16,61.5,1469.92,30.8,470.78,0.6,4000,53.3,125.7
131,1981,3,Gujarat,Kheda,102.4,1650.39,48.5,2016.49,31.8,591.19,0.5,5600,51.9,158
131,1982,3,Gujarat,Kheda,96.7,1555.33,40.2,2077.11,32.1,404.98,1.2,3083.33,50.7,118.34
131,1983,3,Gujarat,Kheda,114.5,1481.22,50.8,2572.83,33.5,564.18,0.8,6125,47.4,118.14
131,1984,3,Gujarat,Kheda,131.9,1977.26,50.3,1687.87,31.6,1303.8,0.7,7000,26.8,283.58
131,1985,3,Gujarat,Kheda,103,993.2,52.8,1356.06,15.9,735.85,0.4,6750,27,222.22
131,1986,3,Gujarat,Kheda,109,1366.97,43,1883.72,20,1650,0.2,9000,32,187.5
131,1987,3,Gujarat,Kheda,35,1028.57,37,1594.59,11,1454.55,0.4,8250,15,53.33
131,1988,3,Gujarat,Kheda,105.6,1616.48,51.5,1714.56,9.8,1806.12,0.2,8500,21.3,201.88
131,1989,3,Gujarat,Kheda,123.6,1789.64,57.4,1526.13,11.8,1779.66,0.5,7600,15.7,292.99
131,1990,3,Gujarat,Kheda,141.7,1970.36,60.3,1832.5,8.6,2302.33,0.8,6625,14.7,325.85
131,1991,3,Gujarat,Kheda,153.3,1500.98,59.5,2011.76,12.1,1479.34,1.1,6727.27,15.2,218.42
131,1992,3,Gujarat,Kheda,159.1,1655.56,58.1,1895.01,9.1,1637.36,0.5,7000,15.1,273.51
131,1993,3,Gujarat,Kheda,164.1,1750.15,61.4,1915.31,9,1788.89,0.5,7800,13.2,277.27
131,1994,3,Gujarat,Kheda,168,1488.1,71,2112.68,7,2000,1,7000,11.42,0
131,1995,3,Gujarat,Kheda,173.7,1909.04,67,1849.25,7.9,1632.91,1.1,7545.45,12.5,297.6
131,1996,3,Gujarat,Kheda,136.2,1663,73.2,1959.02,11,1772.73,1.3,8307.69,16.5,341.21
131,1997,3,Gujarat,Kheda,180.8,1813.05,74,1879.73,4.1,1682.93,2.2,7500,13.2,323.48
131,1998,3,Gujarat,Kheda,174.4,2027.52,69.4,2056.2,3.9,1641.03,1.7,7529.41,12.1,409.92
131,1999,3,Gujarat,Kheda,172.1,1941.31,78,2079.49,3.5,1114.29,1,6800,13.3,219.55
131,2000,3,Gujarat,Kheda,131.5,590.11,55.4,2205.78,0.6,666.67,0.1,11400,17.8,208.43
131,2001,3,Gujarat,Kheda,139.2,1625,50.3,2385.69,0.7,1428.57,0.5,1600,15,196
131,2002,3,Gujarat,Kheda,98.5,1326.9,70.9,1964.74,1.1,1000,0.1,7000,17.1,440.94
131,2003,3,Gujarat,Kheda,170.7,2001.17,99.5,2442.21,1.5,1666.67,0,0,19.2,386.98
131,2004,3,Gujarat,Kheda,183.1,2231.02,109.4,2287.93,1,1200,0,0,24.4,562.3
131,2005,3,Gujarat,Kheda,182.9,2348.82,114.2,2338.88,0.7,1714.29,0,0,26.6,535.71
131,2006,3,Gujarat,Kheda,178.8,1863.53,119.4,2020.94,1.3,1615.38,0,0,19.2,483.33
131,2007,3,Gujarat,Kheda,195.7,2391.93,132.9,2810.38,1.9,1684.21,0,0,20.3,612.32
131,2008,3,Gujarat,Kheda,193.8,2054.18,121.5,2117.7,2.7,1592.59,0,0,32.4,551.54
131,2009,3,Gujarat,Kheda,168.6,2441.87,113.8,2350.62,2,1250,0,0,31.3,607.03
131,2010,3,Gujarat,Kheda,186.6,2280.81,159.2,2684.05,1.6,1812.5,0,0,24.8,683.87
131,2011,3,Gujarat,Kheda,201.3,2241.93,143.4,2740.59,2,1700,0,0,35.7,457.14
131,2012,3,Gujarat,Kheda,179.4,2474.36,149.4,2693.44,1.2,1750,0.3,7333.33,41.6,468.51
131,2013,3,Gujarat,Kheda,228.11,2477.4,155.86,2658.92,0.88,2556.82,0,0,34.11,584.58
131,2014,3,Gujarat,Kheda,220.87,2645.17,135.81,2705.57,1.09,1820.73,0,0,32.54,680.58
131,2015,3,Gujarat,Kheda,219.25,2621.91,113.56,2830.74,1.52,1563.18,0.01,6892.25,27.61,650.54
131,2016,3,Gujarat,Kheda,222.46,2647.59,134.55,2921.82,3.15,1672.67,0.05,7188,21.2,591.1
131,2017,3,Gujarat,Kheda,235.19,2594.81,144.22,2892.25,3.21,2247.33,0.12,6205.38,21.7,549.1
132,1966,3,Gujarat,Kutch,0,0,6,1000,48,229.17,0.2,3000,58,137.93
132,1967,3,Gujarat,Kutch,0,0,12,1083.33,46,717.39,0.2,4500,63,190.48
132,1968,3,Gujarat,Kutch,0,0,14.2,1338.03,37,513.51,0.3,4000,57.3,122.16
132,1969,3,Gujarat,Kutch,0,0,13.5,1333.33,33.1,640.48,0.5,3000,25,200
132,1970,3,Gujarat,Kutch,0,0,13.4,1686.57,38.6,981.87,0.2,7500,71.2,415.73
132,1971,3,Gujarat,Kutch,0,0,11.2,1419.64,55.1,776.77,0.2,6000,130,184.62
132,1972,3,Gujarat,Kutch,0,0,13.7,1649.64,61.6,196.43,0.2,2500,66.7,166.42
132,1973,3,Gujarat,Kutch,0,0,8.7,2057.47,51.8,424.71,0.3,3333.33,82.1,238.73
132,1974,3,Gujarat,Kutch,0,0,9.1,1681.32,17,552.94,0.3,4666.67,16.9,201.18
132,1975,3,Gujarat,Kutch,0,0,11.7,1769.23,34.7,962.54,0.2,5000,76.4,250
132,1976,3,Gujarat,Kutch,0,0,8.3,1650.6,49.9,709.42,0.3,1666.67,136.7,286.76
132,1977,3,Gujarat,Kutch,0,0,8.3,2012.05,44.7,765.1,0.4,1500,157.4,203.94
132,1978,3,Gujarat,Kutch,0,0,13.7,2167.88,57.4,782.23,0.4,3500,100.8,221.23
132,1979,3,Gujarat,Kutch,0,0,18.8,1941.49,56,739.29,0.4,3500,98.4,183.94
132,1980,3,Gujarat,Kutch,0,0,15.2,2427.63,56.1,654.19,0.5,3800,90.1,193.12
132,1981,3,Gujarat,Kutch,0,0,22.1,1733.03,57.9,823.83,0.4,5250,87.7,242.87
132,1982,3,Gujarat,Kutch,0,0,20.9,1952.15,58.4,565.07,0.3,9666.67,85.7,183.2
132,1983,3,Gujarat,Kutch,0,0,18.8,2590.43,61,785.25,0.2,7000,80.2,182.04
132,1984,3,Gujarat,Kutch,0,0,12.3,2756.1,85.4,921.55,0.1,11000,76.2,217.85
132,1985,3,Gujarat,Kutch,0,0,12.4,2983.87,79.1,843.24,0.1,8000,74.2,132.08
132,1986,3,Gujarat,Kutch,0,0,13,2923.08,83,795.18,0.1,9000,49.5,38.38
132,1987,3,Gujarat,Kutch,0,0,9,2222.22,26,1961.54,0,0,0.7,142.86
132,1988,3,Gujarat,Kutch,0,0,14.2,2880.28,86.5,1694.8,0.5,7800,45.3,410.6
132,1989,3,Gujarat,Kutch,0,0,14,1971.43,90.4,1009.96,0.5,8200,60.8,226.97
132,1990,3,Gujarat,Kutch,0,0,11.5,2478.26,52.2,1869.73,0.3,1666.67,53.3,159.1
132,1991,3,Gujarat,Kutch,0,0,9.5,2989.47,57,1680.7,0.3,5666.67,48.3,141.2
132,1992,3,Gujarat,Kutch,0,0,12.5,2344,86.7,1625.14,0.4,6250,55.3,228.39
132,1993,3,Gujarat,Kutch,0,0,10.5,2628.57,63.1,1581.62,0.2,6000,29.9,270.23
132,1994,3,Gujarat,Kutch,0,0,12.5,2688,90,1544.44,0,0,59.87,0
132,1995,3,Gujarat,Kutch,0,0,9.5,2547.37,98,1188.78,0.3,6666.67,68.4,266.96
132,1996,3,Gujarat,Kutch,0,0,10.2,2500,75.7,928.67,0.2,8000,82.5,156
132,1997,3,Gujarat,Kutch,0,0,12.6,2992.06,98,1493.88,0.2,7000,61.9,274.31
132,1998,3,Gujarat,Kutch,0,0,13.6,2779.41,98.1,1559.63,0.2,7000,59.7,417.42
132,1999,3,Gujarat,Kutch,0,0,18.5,2821.62,76.3,1511.14,0.5,6200,32.1,239.25
132,2000,3,Gujarat,Kutch,0,0,11,2454.55,72,1423.61,0.3,7000,42.8,280.84
132,2001,3,Gujarat,Kutch,0,0,13.6,2639.71,86.8,1218.89,0.3,7000,58.2,279.9
132,2002,3,Gujarat,Kutch,0,0,16.2,2438.27,59.2,1395.27,0.3,7000,36.8,306.25
132,2003,3,Gujarat,Kutch,0,0,17,2752.94,77.6,1568.3,0.2,7000,40.2,420.4
132,2004,3,Gujarat,Kutch,0,0,12.9,2263.57,57.8,1124.57,0,0,54.7,378.24
132,2005,3,Gujarat,Kutch,0,0,7.9,2569.62,33.5,1411.94,0.1,5000,40.4,586.14
132,2006,3,Gujarat,Kutch,0,0,25.5,2600,62.9,1612.08,0.5,7400,63.9,537.72
132,2007,3,Gujarat,Kutch,0,0,30.2,2791.39,77.1,1568.09,0.2,9000,56.9,721.27
132,2008,3,Gujarat,Kutch,0,0,20.1,2746.27,64,1598.44,0.1,8000,67.5,658.81
132,2009,3,Gujarat,Kutch,0,0,25.3,2837.94,86.2,1614.85,0.1,6000,63.5,843.31
132,2010,3,Gujarat,Kutch,0,0,34.8,2787.36,103.6,1641.89,0.1,7000,76.9,745.25
132,2011,3,Gujarat,Kutch,0,0,30.6,2934.64,106.3,1789.28,0,0,87.3,763.69
132,2012,3,Gujarat,Kutch,0,0,29.9,3063.55,68,2269.12,0.1,5000,62.8,791.24
132,2013,3,Gujarat,Kutch,0,0,28.85,3292.55,83.02,2167.07,0,0,78.5,933.76
132,2014,3,Gujarat,Kutch,0,0,18.46,3010.83,32.9,2196.05,0.62,7032.26,56.68,962.6
132,2015,3,Gujarat,Kutch,0,0,30.04,2856.19,31.03,2404.45,0,0,48.84,972.36
132,2016,3,Gujarat,Kutch,0,0,21.29,2823.6,53.45,2191.3,0,0,42.42,890.32
132,2017,3,Gujarat,Kutch,0,0,21.33,2897.13,54.79,2353.08,0,0,58.61,770.67
133,1966,3,Gujarat,Mehsana,10,600,64,1671.88,33,393.94,0.6,3666.67,107,149.53
133,1967,3,Gujarat,Mehsana,11,636.36,77,1324.68,25,680,0.5,3600,94,180.85
133,1968,3,Gujarat,Mehsana,9.3,430.11,75.2,1436.17,22,318.18,0.4,3250,107.1,121.38
133,1969,3,Gujarat,Mehsana,8.2,670.73,65.6,1573.17,13.2,643.94,0.4,3250,91.9,145.81
133,1970,3,Gujarat,Mehsana,10.5,1247.62,93.5,1871.66,13,976.92,0.6,3333.33,100.8,279.76
133,1971,3,Gujarat,Mehsana,7.6,986.84,74.7,1808.57,11.9,773.11,0.4,4250,142.7,266.29
133,1972,3,Gujarat,Mehsana,7.6,486.84,67.9,1938.14,12.2,319.67,0.3,3666.67,146.3,241.29
133,1973,3,Gujarat,Mehsana,8.4,583.33,86.5,2184.97,9.9,858.59,0.1,4000,145,220.69
133,1974,3,Gujarat,Mehsana,7.1,366.2,65.6,2725.61,11.7,572.65,0.2,3500,120.8,227.65
133,1975,3,Gujarat,Mehsana,5.3,1377.36,104.3,2140.94,11.5,973.91,0.4,4500,128,245.31
133,1976,3,Gujarat,Mehsana,7.3,1095.89,95.2,1868.7,12.3,715.45,0.4,4250,132.4,216.01
133,1977,3,Gujarat,Mehsana,6.3,1476.19,87.3,1875.14,12.5,720,0.3,5000,139.6,239.26
133,1978,3,Gujarat,Mehsana,5.5,909.09,95.6,2740.59,11.7,564.1,0.3,2333.33,96.6,276.4
133,1979,3,Gujarat,Mehsana,4.6,804.35,74.7,2447.12,11.4,535.09,0.3,2333.33,94.3,230.12
133,1980,3,Gujarat,Mehsana,6.5,1276.92,88,2528.41,11.4,473.68,0.4,2250,86.4,240.74
133,1981,3,Gujarat,Mehsana,6.2,1322.58,111.7,1667.86,11.8,593.22,0.3,3666.67,84.1,302.02
133,1982,3,Gujarat,Mehsana,8.2,902.44,88.3,2148.36,11.9,411.76,0.4,3500,82.2,228.71
133,1983,3,Gujarat,Mehsana,8.5,1105.88,90.8,2487.89,12.4,564.52,0.2,8500,76.8,227.86
133,1984,3,Gujarat,Mehsana,8.7,1425.29,82.2,2362.53,5.2,980.77,0.2,7500,78.1,309.86
133,1985,3,Gujarat,Mehsana,6,1166.67,93.6,2505.34,2.9,517.24,0.2,6000,72.1,208.04
133,1986,3,Gujarat,Mehsana,7,857.14,68.85,2557.88,4,500,0.1,10000,67.8,146.02
133,1987,3,Gujarat,Mehsana,2,1500,39,2256.41,2,100,0.1,6000,16,437.5
