Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON YIELD (Kg per ha)
39,1969,6,Madhya Pradesh,Vidisha,1.2,416.67,257.6,616.07,0.8,500,0.7,1571.43,0,0
39,1970,6,Madhya Pradesh,Vidisha,1.3,538.46,251,616.33,0.7,857.14,0.7,1571.43,0,0
39,1971,6,Madhya Pradesh,Vidisha,1.5,533.33,248.7,828.31,0.5,600,0.7,1571.43,0,0
39,1972,6,Madhya Pradesh,Vidisha,1.7,411.76,235.5,706.58,0.8,750,0.7,1571.43,0,0
39,1973,6,Madhya Pradesh,Vidisha,1.7,588.24,224.7,977.3,1.4,500,0.7,1571.43,0,0
39,1974,6,Madhya Pradesh,Vidisha,1.6,437.5,209.6,1035.78,2.1,952.38,0.7,1857.14,0,0
39,1975,6,Madhya Pradesh,Vidisha,1.6,500,242.7,875.57,3,866.67,0.8,1875,0,0
39,1976,6,Madhya Pradesh,Vidisha,1.8,444.44,227,698.24,2,650,0.7,2000,0,0
39,1977,6,Madhya Pradesh,Vidisha,1.8,1166.67,260.7,858.46,2.3,608.7,0.7,2000,0,0
39,1978,6,Madhya Pradesh,Vidisha,1.8,777.78,279.8,839.17,2.1,571.43,0.6,2166.67,0,0
39,1979,6,Madhya Pradesh,Vidisha,1.9,52.63,239.9,719.05,1.6,1187.5,0.5,1600,0,0
39,1980,6,Madhya Pradesh,Vidisha,1.9,473.68,236.2,664.27,1.5,1200,0.4,2000,0,0
39,1981,6,Madhya Pradesh,Vidisha,1.8,444.44,222.1,816.75,1.5,1200,0.7,1857.14,0,0
39,1982,6,Madhya Pradesh,Vidisha,1.8,500,237.3,987.78,1.8,555.56,0.5,2000,0,0
39,1983,6,Madhya Pradesh,Vidisha,1.9,526.32,235.4,980.88,1.8,722.22,0.6,1666.67,0,0
39,1984,6,Madhya Pradesh,Vidisha,1.7,529.41,255.3,832.35,3.2,625,0.5,1800,0,0
39,1985,6,Madhya Pradesh,Vidisha,1.7,764.71,255.5,1029.75,2.8,750,0.3,1666.67,0,0
39,1986,6,Madhya Pradesh,Vidisha,2,500,238,882.35,1,1000,0.4,2000,0,0
39,1987,6,Madhya Pradesh,Vidisha,2,500,243,1213.99,1,1000,0.5,1800,0,0
39,1988,6,Madhya Pradesh,Vidisha,1.6,500,246.7,890.96,1.3,1230.77,0.4,1750,0,0
39,1989,6,Madhya Pradesh,Vidisha,1.3,538.46,240.7,821.77,4.8,958.33,0.4,1750,0,0
39,1990,6,Madhya Pradesh,Vidisha,1.2,583.33,226.7,1003.97,3.8,921.05,0.28,1785.71,0,0
39,1991,6,Madhya Pradesh,Vidisha,1.3,615.38,233.2,1024.44,1.9,1000,0.24,1666.67,0,0
39,1992,6,Madhya Pradesh,Vidisha,1.1,545.45,238.2,1028.13,1.3,1307.69,0.29,1724.14,0,0
39,1993,6,Madhya Pradesh,Vidisha,1,700,248.9,1390.12,1.8,1055.56,0.15,1333.33,0,0
39,1994,6,Madhya Pradesh,Vidisha,0.7,714.29,230.9,1226.07,1.3,923.08,0.1,2000,0,0
39,1995,6,Madhya Pradesh,Vidisha,0.9,444.44,229.3,1394.68,0.7,1285.71,0.3,1666.67,0,0
39,1996,6,Madhya Pradesh,Vidisha,0.9,555.56,230.2,1441.36,0.6,1166.67,0.3,1666.67,0,0
39,1997,6,Madhya Pradesh,Vidisha,0.8,625,236.9,1384.55,0.5,1200,0.11,1818.18,0,0
39,1998,6,Madhya Pradesh,Vidisha,0.7,714.29,241.1,1517.21,0.5,1200,0.2,2000,0,0
39,1999,6,Madhya Pradesh,Vidisha,0.7,714.29,233,1566.09,0.7,1285.71,0.1,3000,0,0
39,2000,6,Madhya Pradesh,Vidisha,0.7,571.43,208.4,1358.93,0.7,1714.29,0.2,2000,0,0
39,2001,6,Madhya Pradesh,Vidisha,0.8,500,201.8,1400.89,2.7,1444.44,0.2,1500,0,0
39,2002,6,Madhya Pradesh,Vidisha,0.7,285.71,233,1324.89,0.7,1000,0.1,3000,0,0
39,2003,6,Madhya Pradesh,Vidisha,0.7,714.29,211.6,1573.25,1.2,1416.67,0.1,2000,0,0
39,2004,6,Madhya Pradesh,Vidisha,0.66,606.06,214.48,1562.94,0.94,1606.38,0.28,357.14,0,0
39,2005,6,Madhya Pradesh,Vidisha,0.62,774.19,206.57,1514.16,0.68,1352.94,0.27,518.52,0.01,0
39,2006,6,Madhya Pradesh,Vidisha,0.57,789.47,213.5,1666.46,0.67,1179.1,0.43,372.09,0.02,0
39,2007,6,Madhya Pradesh,Vidisha,0.5,520,179.9,1125.07,0.5,1400,0.2,2000,0,0
39,2008,6,Madhya Pradesh,Vidisha,0.5,520,172.7,1503.18,0.5,1200,0.2,1500,0,0
39,2009,6,Madhya Pradesh,Vidisha,0.6,833.33,198.1,1869.76,0.4,1250,0.2,2500,0,0
39,2010,6,Madhya Pradesh,Vidisha,0.4,1000,206.9,1651.04,0.4,1500,0.2,2000,0,0
39,2011,6,Madhya Pradesh,Vidisha,0.4,1000,206.2,1950.05,0.4,1750,0.1,1000,0,0
39,2012,6,Madhya Pradesh,Vidisha,0.27,1000,254.41,1754.1,0.37,1891.89,0.22,2000,0,0
39,2013,6,Madhya Pradesh,Vidisha,1.5,560,261.28,2084.85,0.82,1475.61,0.05,2000,0,0
39,2014,6,Madhya Pradesh,Vidisha,4,832.5,284,2728.87,1,2000,0,0,0,0
39,2015,6,Madhya Pradesh,Vidisha,3,1333.33,306,2385.62,1,1000,0,0,0,0
39,2016,6,Madhya Pradesh,Vidisha,3,1333.33,281,2960.85,0,0,0,0,0,0
39,2017,6,Madhya Pradesh,Vidisha,10.5,2266.67,263,3900,0.07,1857.14,0.06,383.33,0,0
40,1966,6,Madhya Pradesh,Betul,26,576.92,50,640,30,200,2.2,3545.45,2,150
40,1967,6,Madhya Pradesh,Betul,24,916.67,53,641.51,25,680,2.1,3857.14,2,150
40,1968,6,Madhya Pradesh,Betul,24.2,785.12,58.5,239.32,19.6,408.16,3.1,4032.26,2.3,130.43
40,1969,6,Madhya Pradesh,Betul,24.1,854.77,61,650.82,17.3,595.38,3,3866.67,2.7,111.11
40,1970,6,Madhya Pradesh,Betul,25.9,1011.58,64.7,720.25,17.4,706.9,2.8,3892.86,2.7,37.04
40,1971,6,Madhya Pradesh,Betul,26.9,1055.76,66.6,705.71,18.8,601.06,2.9,3827.59,2.8,71.43
40,1972,6,Madhya Pradesh,Betul,29.5,498.31,60.7,558.48,18.5,356.76,2.9,3724.14,2.8,71.43
40,1973,6,Madhya Pradesh,Betul,27.7,942.24,60.3,827.53,17.1,391.81,3,4300,2.5,40
40,1974,6,Madhya Pradesh,Betul,30,653.33,57.3,771.38,14.8,594.59,3.2,4375,2.4,83.33
40,1975,6,Madhya Pradesh,Betul,31.1,826.37,64.2,677.57,15.1,649.01,3.6,4277.78,2.3,43.48
40,1976,6,Madhya Pradesh,Betul,33.8,618.34,64.6,613,14.7,367.35,3.9,4282.05,2.4,41.67
40,1977,6,Madhya Pradesh,Betul,35.9,852.37,71.5,339.86,11.4,429.82,3.4,4235.29,2.4,41.67
40,1978,6,Madhya Pradesh,Betul,33.8,378.7,68.7,529.84,8.5,270.59,4.3,3651.16,2.5,40
40,1979,6,Madhya Pradesh,Betul,38.7,503.88,69.2,622.83,6.7,537.31,4.7,2808.51,2.3,43.48
40,1980,6,Madhya Pradesh,Betul,35.9,520.89,57.6,1074.65,6.2,564.52,5.2,3711.54,2.2,45.45
40,1981,6,Madhya Pradesh,Betul,35.9,721.45,61,862.3,6.3,539.68,2.9,3931.03,2.3,43.48
40,1982,6,Madhya Pradesh,Betul,37.2,1005.38,62,717.74,7.3,260.27,2.1,3809.52,2.2,45.45
40,1983,6,Madhya Pradesh,Betul,33.5,1014.93,64.5,1017.05,7.2,361.11,5.2,3865.38,2,50
40,1984,6,Madhya Pradesh,Betul,32.5,886.15,64.7,1102.01,4.7,595.74,2.3,4000,1.1,90.91
40,1985,6,Madhya Pradesh,Betul,32.9,1267.48,62.9,898.25,4.8,729.17,1.7,3588.24,1,100
40,1986,6,Madhya Pradesh,Betul,32,750,41,1292.68,5,480,4.7,3702.13,1,100
40,1987,6,Madhya Pradesh,Betul,28,821.43,64.6,1020.12,5,1000,3.3,3666.67,1,100
40,1988,6,Madhya Pradesh,Betul,33.7,872.4,66.2,1117.82,6.1,836.07,4.2,3833.33,0.7,142.86
40,1989,6,Madhya Pradesh,Betul,31.3,929.71,63.8,1119.12,6.8,808.82,3.6,3583.33,0.9,111.11
40,1990,6,Madhya Pradesh,Betul,29.1,1054.98,75.9,1096.18,6.1,803.28,1.57,3757.96,1,70
40,1991,6,Madhya Pradesh,Betul,31.5,784.13,64.8,1104.94,5.7,631.58,1.73,3583.81,0.96,41.67
40,1992,6,Madhya Pradesh,Betul,30.2,804.64,68.6,1282.8,5.3,981.13,2.54,3464.57,0.84,71.43
40,1993,6,Madhya Pradesh,Betul,30.7,1006.51,81.7,1592.41,5.6,910.71,1.26,3650.79,1.07,84.11
40,1994,6,Madhya Pradesh,Betul,31.4,971.34,87.6,1710.05,5.5,836.36,2.1,3952.38,1.2,75
40,1995,6,Madhya Pradesh,Betul,31.9,717.87,87.3,1523.48,5.8,1086.21,2.9,4068.97,1.3,76.92
40,1996,6,Madhya Pradesh,Betul,26.2,1064.89,81.1,1517.88,5.4,1037.04,4.6,4239.13,1.3,76.92
40,1997,6,Madhya Pradesh,Betul,30.6,1107.84,99.5,853.27,5.5,1072.73,2.48,3467.74,1.5,113.33
40,1998,6,Madhya Pradesh,Betul,26.7,1146.07,85.7,1386.23,9.6,812.5,3,3933.33,1.2,83.33
40,1999,6,Madhya Pradesh,Betul,34.9,1217.76,104.2,1591.17,5.2,1115.38,3.9,4435.9,0.9,77.78
40,2000,6,Madhya Pradesh,Betul,41.9,606.21,38.7,1268.73,5.5,909.09,3.4,3235.29,0.8,87.5
40,2001,6,Madhya Pradesh,Betul,43.3,879.91,84.1,1409.04,5.5,1145.45,3.2,4218.75,1.1,90.91
40,2002,6,Madhya Pradesh,Betul,41,682.93,84,1148.81,6.4,859.37,3.4,4323.53,1.1,81.82
40,2003,6,Madhya Pradesh,Betul,41,1017.07,87.7,1427.59,8.5,1176.47,5.5,4436.36,1.1,109.09
40,2004,6,Madhya Pradesh,Betul,41.16,764.82,91.14,1413.21,6.39,1109.55,7.37,3208.96,1.11,117.12
40,2005,6,Madhya Pradesh,Betul,42.18,900.19,85.05,1564.37,5.65,1069.03,6.76,2465.98,1.13,150.44
40,2006,6,Madhya Pradesh,Betul,40.74,983.55,93.81,1545.89,5.71,940.46,8.07,2410.16,1.28,132.81
40,2007,6,Madhya Pradesh,Betul,43.9,693.17,99.1,1547.93,5.7,1070.18,6.4,4562.5,1.3,130.77
40,2008,6,Madhya Pradesh,Betul,43,693.72,105.4,1593.93,5.6,1053.57,5.4,4481.48,1.3,153.85
40,2009,6,Madhya Pradesh,Betul,44.1,1047.62,131.3,3099.77,5.5,1109.09,3.8,4500,0.5,140
40,2010,6,Madhya Pradesh,Betul,43.7,1391.3,116.1,1182.6,5.5,1472.73,4.1,3560.98,0.22,152.18
40,2011,6,Madhya Pradesh,Betul,42.1,1562.95,96.4,2914.94,5.3,1377.36,4.1,3951.22,0.22,249.04
40,2012,6,Madhya Pradesh,Betul,44.86,2714.22,117.62,2239.16,5.34,1393.26,4.04,5623.76,0.32,281.25
40,2013,6,Madhya Pradesh,Betul,43.84,2254.79,122.8,1889.25,5.05,1714.85,4.86,6113.17,0.21,190.48
40,2014,6,Madhya Pradesh,Betul,47,2241.06,178,2466.29,4,4000,8,2875,5,180
40,2015,6,Madhya Pradesh,Betul,42,1714.29,158,2474.68,6,833.33,5,4800,0,0
40,2016,6,Madhya Pradesh,Betul,55,1769.64,128,2648.44,6,1666.67,12,2816.67,0,0
40,2017,6,Madhya Pradesh,Betul,45,1758,104.4,2661.97,6.66,1340.84,11.29,634.1,0.3,276
41,1966,6,Madhya Pradesh,Rajgarh,6,166.67,17,411.76,22,409.09,0.8,1125,55,72.73
41,1967,6,Madhya Pradesh,Rajgarh,5,400,31,516.13,24,750,0.6,2666.67,51,78.43
41,1968,6,Madhya Pradesh,Rajgarh,5.8,344.83,44.2,610.86,38.4,468.75,1.2,1583.33,41.4,96.62
41,1969,6,Madhya Pradesh,Rajgarh,5.7,491.23,46.3,671.71,30.4,733.55,1.8,1722.22,47.1,93.42
41,1970,6,Madhya Pradesh,Rajgarh,6,550,52.7,753.32,34.8,571.84,1.7,1823.53,44.7,38.03
41,1971,6,Madhya Pradesh,Rajgarh,8.1,592.59,59.7,768.84,23.8,613.45,1.4,1857.14,46.8,57.69
41,1972,6,Madhya Pradesh,Rajgarh,9.6,489.58,41.6,689.9,17.8,764.04,1.4,1785.71,44,45.45
41,1973,6,Madhya Pradesh,Rajgarh,10.1,663.37,58.4,818.49,20.6,436.89,1.2,2166.67,36.4,24.73
41,1974,6,Madhya Pradesh,Rajgarh,10.6,396.23,28.8,1031.25,22.3,739.91,1.6,1750,31.1,86.82
41,1975,6,Madhya Pradesh,Rajgarh,10.7,691.59,49,887.76,28.1,818.51,2.1,1809.52,36.8,51.63
41,1976,6,Madhya Pradesh,Rajgarh,9.8,663.27,33.8,1727.81,39.7,687.66,2.1,1761.9,28.7,52.26
41,1977,6,Madhya Pradesh,Rajgarh,10.5,676.19,43.2,900.46,30.6,607.84,1.9,1736.84,36.2,85.64
41,1978,6,Madhya Pradesh,Rajgarh,10,460,54.2,976.01,29.3,505.12,1.7,1705.88,28.4,73.94
41,1979,6,Madhya Pradesh,Rajgarh,9.2,21.74,26.2,381.68,22.9,1004.37,1.4,1285.71,26,69.23
41,1980,6,Madhya Pradesh,Rajgarh,7.9,556.96,30.8,987.01,21.3,1061.03,1.1,1545.45,25.1,75.7
41,1981,6,Madhya Pradesh,Rajgarh,8.1,506.17,31.3,1057.51,21.6,1018.52,1,1600,25.9,92.66
41,1982,6,Madhya Pradesh,Rajgarh,8.3,554.22,34.8,1051.72,25.1,482.07,1.2,1666.67,24.5,93.88
41,1983,6,Madhya Pradesh,Rajgarh,7.5,813.33,41.9,861.58,24.7,672.06,1.3,2846.15,23,65.22
41,1984,6,Madhya Pradesh,Rajgarh,6.8,426.47,39.4,1038.07,20,275,1.3,2769.23,18.6,69.89
41,1985,6,Madhya Pradesh,Rajgarh,5.2,865.38,45.3,1430.46,15.2,631.58,1.2,2666.67,13.5,111.11
41,1986,6,Madhya Pradesh,Rajgarh,4.8,458.33,37,1459.46,10,400,1.3,2538.46,8,62.5
41,1987,6,Madhya Pradesh,Rajgarh,4,750,40,1625,8,1125,1.2,2583.33,4.3,93.02
41,1988,6,Madhya Pradesh,Rajgarh,4.5,666.67,45.4,1632.16,9.3,1053.76,0.8,2750,2.7,74.07
41,1989,6,Madhya Pradesh,Rajgarh,3.4,294.12,23.8,659.66,11.8,305.08,1.1,2000,2.5,40
41,1990,6,Madhya Pradesh,Rajgarh,2.6,884.62,53.6,1927.24,9.5,705.26,0.68,2941.18,2.58,100.78
41,1991,6,Madhya Pradesh,Rajgarh,2.2,318.18,46,1395.65,5.4,388.89,0.65,2461.54,2.17,41.47
41,1992,6,Madhya Pradesh,Rajgarh,2.1,523.81,41.9,1536.99,3.7,864.86,0.54,2777.78,1.55,83.87
41,1993,6,Madhya Pradesh,Rajgarh,2,800,58.4,1868.15,2.8,928.57,0.48,2708.33,1.61,105.59
41,1994,6,Madhya Pradesh,Rajgarh,1.9,578.95,60.9,1940.89,2.6,500,0.5,3000,1.2,41.67
41,1995,6,Madhya Pradesh,Rajgarh,1.8,166.67,53.4,1410.11,1.9,421.05,0.5,2800,0.9,33.33
41,1996,6,Madhya Pradesh,Rajgarh,1.8,611.11,57.4,1864.11,1.7,764.71,0.5,2800,0.7,42.86
41,1997,6,Madhya Pradesh,Rajgarh,1.9,736.84,74.2,1739.89,1.8,888.89,0.48,2708.33,0.4,125
41,1998,6,Madhya Pradesh,Rajgarh,1.9,736.84,75.7,1928.67,1.7,941.18,0.5,2600,0,0
41,1999,6,Madhya Pradesh,Rajgarh,1.5,933.33,80.1,2141.07,1.3,1000,0.5,2600,0,0
41,2000,6,Madhya Pradesh,Rajgarh,1.3,230.77,31.6,1287.97,1,600,0.4,2250,0,0
41,2001,6,Madhya Pradesh,Rajgarh,1.2,416.67,39.7,1395.47,1.1,636.36,0.3,2333.33,0,0
41,2002,6,Madhya Pradesh,Rajgarh,1.1,272.73,18.6,1241.94,1.1,363.64,0.2,1500,0,0
41,2003,6,Madhya Pradesh,Rajgarh,1.1,727.27,57,1801.75,1.2,1000,0.1,4000,0,0
41,2004,6,Madhya Pradesh,Rajgarh,0.96,635.42,65.31,1571.12,1.17,1051.28,0.1,2600,0.02,0
41,2005,6,Madhya Pradesh,Rajgarh,0.87,494.25,42.98,1379.94,1.37,868.61,0.09,1888.89,0.01,0
41,2006,6,Madhya Pradesh,Rajgarh,0.97,577.32,69.8,1693.55,1.16,818.97,0.1,2400,0.01,0
41,2007,6,Madhya Pradesh,Rajgarh,0.9,444.44,72.3,1434.3,1.2,1083.33,0.1,2000,0,0
41,2008,6,Madhya Pradesh,Rajgarh,0.7,371.43,56.1,1529.41,1.2,916.67,0.1,2000,0,0
41,2009,6,Madhya Pradesh,Rajgarh,0.6,500,77.7,1870.01,1.1,909.09,0.1,2000,0,0
41,2010,6,Madhya Pradesh,Rajgarh,0.5,800,94.1,1492.03,1.1,1181.82,0,0,0,0
41,2011,6,Madhya Pradesh,Rajgarh,0.6,833.33,127.4,2215.07,1.2,1166.67,0,0,0,0
41,2012,6,Madhya Pradesh,Rajgarh,0.42,809.52,165.11,2801.71,1.34,1500,0.01,5000,0,0
41,2013,6,Madhya Pradesh,Rajgarh,0.36,666.67,194.1,2321.79,1.46,534.25,0,0,0,0
41,2014,6,Madhya Pradesh,Rajgarh,1,670,161,3161.49,1.3,1346.15,0,0,0,0
41,2015,6,Madhya Pradesh,Rajgarh,1,1330,135,2540.74,1,1000,0,0,0,0
41,2016,6,Madhya Pradesh,Rajgarh,1,2660,161,3546.58,0,0,0,0,0,0
41,2017,6,Madhya Pradesh,Rajgarh,1.15,648.7,152,3485,2,940,0,0,0,0
42,1966,6,Madhya Pradesh,Shajapur,5,400,31,612.9,26,423.08,1.2,1333.33,79,63.29
42,1967,6,Madhya Pradesh,Shajapur,5,400,45,800,24,541.67,1.1,1454.55,78,76.92
42,1968,6,Madhya Pradesh,Shajapur,4.5,444.44,57.5,730.43,39.5,481.01,2,1600,66.7,89.96
42,1969,6,Madhya Pradesh,Shajapur,4.2,476.19,59.6,696.31,27.9,788.53,2.8,1678.57,69.8,88.83
42,1970,6,Madhya Pradesh,Shajapur,4.8,520.83,69.1,1007.24,32.9,711.25,2.5,1600,70.3,54.05
42,1971,6,Madhya Pradesh,Shajapur,6,550,77.9,1332.48,26.8,667.91,1.8,1722.22,69.8,61.6
42,1972,6,Madhya Pradesh,Shajapur,7.1,380.28,56,889.29,21.8,766.06,1.7,1705.88,66.8,70.36
42,1973,6,Madhya Pradesh,Shajapur,7,671.43,87.6,1050.23,24.2,504.13,1.7,1941.18,57.7,26
42,1974,6,Madhya Pradesh,Shajapur,7,428.57,49.6,1433.47,27.8,974.82,2.4,2166.67,50.8,92.52
42,1975,6,Madhya Pradesh,Shajapur,7.3,616.44,70.1,1303.85,37.6,1047.87,3.2,2218.75,51.2,64.45
42,1976,6,Madhya Pradesh,Shajapur,6.6,606.06,54.8,1395.99,41.3,874.09,3.2,2187.5,42.8,63.08
42,1977,6,Madhya Pradesh,Shajapur,7.1,619.72,60.2,1202.66,37.4,780.75,2.1,2142.86,50.3,65.61
42,1978,6,Madhya Pradesh,Shajapur,6.3,571.43,73,1260.27,35,494.29,2.8,2214.29,44.9,46.77
42,1979,6,Madhya Pradesh,Shajapur,6.1,180.33,48.7,1195.07,27.4,981.75,2.3,1695.65,41,43.9
42,1980,6,Madhya Pradesh,Shajapur,5.3,433.96,47.6,1168.07,25.4,1039.37,1.8,2055.56,39.7,47.86
42,1981,6,Madhya Pradesh,Shajapur,4.9,387.76,48.1,1259.88,25.8,996.12,2,2150,41,58.54
42,1982,6,Madhya Pradesh,Shajapur,4.9,551.02,48.7,1605.75,29.9,471.57,2.2,2136.36,38.7,59.43
42,1983,6,Madhya Pradesh,Shajapur,3.9,692.31,53.4,1297.75,29.5,661.02,2.2,2090.91,36.4,41.21
42,1984,6,Madhya Pradesh,Shajapur,3.7,567.57,50.4,1942.46,20.3,472.91,2.1,2095.24,13.3,75.19
42,1985,6,Madhya Pradesh,Shajapur,2.9,689.66,55.8,1655.91,16.1,583.85,1.3,2076.92,14.4,48.61
42,1986,6,Madhya Pradesh,Shajapur,3.3,545.45,49,1938.78,12,500,1.4,2071.43,8,37.5
42,1987,6,Madhya Pradesh,Shajapur,3,666.67,51,1784.31,10,800,1.8,2277.78,4,100
42,1988,6,Madhya Pradesh,Shajapur,3,600,56.8,2070.42,10,880,2.3,2434.78,2.3,86.96
42,1989,6,Madhya Pradesh,Shajapur,2.7,518.52,34,1882.35,11.8,720.34,1.9,2315.79,3.2,93.75
42,1990,6,Madhya Pradesh,Shajapur,1.6,687.5,68.1,2305.43,8.7,609.2,1.72,2441.86,2.51,99.6
42,1991,6,Madhya Pradesh,Shajapur,1.3,692.31,61.9,2473.34,5.3,603.77,1.78,2584.27,1.09,73.39
42,1992,6,Madhya Pradesh,Shajapur,1.4,571.43,43.4,2122.12,3.4,794.12,1.46,2465.75,0.43,93.02
42,1993,6,Madhya Pradesh,Shajapur,1.2,750,79.3,2750.32,2.8,1035.71,1.12,2678.57,0.48,104.17
42,1994,6,Madhya Pradesh,Shajapur,1,800,78.5,2507.01,2.5,1000,1.2,2666.67,0.2,100
42,1995,6,Madhya Pradesh,Shajapur,0.8,500,65.8,2262.92,1.9,894.74,1.1,3545.45,0.2,100
42,1996,6,Madhya Pradesh,Shajapur,0.8,750,81.3,2500.61,1.6,937.5,1.4,3285.71,0.1,0
42,1997,6,Madhya Pradesh,Shajapur,0.8,750,100.7,1980.14,1.7,1117.65,1.27,3307.09,0,0
42,1998,6,Madhya Pradesh,Shajapur,0.8,750,100.7,2440.91,1.7,1117.65,1.4,3071.43,0,0
42,1999,6,Madhya Pradesh,Shajapur,0.7,857.14,109.4,2608.78,1.3,1230.77,1.2,3083.33,0,0
42,2000,6,Madhya Pradesh,Shajapur,0.6,500,27.6,1822.46,1.3,1461.54,1.1,3363.64,0,0
42,2001,6,Madhya Pradesh,Shajapur,0.5,400,42.8,1614.49,1.4,1000,0.9,2888.89,0,0
42,2002,6,Madhya Pradesh,Shajapur,0.4,500,37.1,1512.13,1.7,705.88,0.7,2285.71,0,0
42,2003,6,Madhya Pradesh,Shajapur,0.4,500,77.5,1913.55,1.9,1157.89,0.5,2800,0,0
42,2004,6,Madhya Pradesh,Shajapur,0.48,583.33,85.38,2111.03,1.82,1340.66,0.58,2810.34,0.01,0
42,2005,6,Madhya Pradesh,Shajapur,0.33,515.15,52.03,1788.01,1.58,1000,0.42,3119.05,0,0
42,2006,6,Madhya Pradesh,Shajapur,0.3,433.33,86.54,2274.09,1.6,812.5,0.39,2897.44,0.01,0
42,2007,6,Madhya Pradesh,Shajapur,0.2,350,87.5,1884.57,1.8,833.33,0.4,2750,0,0
42,2008,6,Madhya Pradesh,Shajapur,0.2,350,66,2042.42,1.6,937.5,0.2,3500,0,0
42,2009,6,Madhya Pradesh,Shajapur,0.2,500,83.9,2638.86,1.5,933.33,0.2,3000,0,0
42,2010,6,Madhya Pradesh,Shajapur,0.1,1000,90.8,2005.51,1.4,1285.71,0.2,3000,0,0
42,2011,6,Madhya Pradesh,Shajapur,0.1,1000,99,3007.07,1.5,1266.67,0.2,2500,0,0
42,2012,6,Madhya Pradesh,Shajapur,0.07,571.43,126.24,2064.96,1.57,1694.27,0.06,2833.33,0,0
42,2013,6,Madhya Pradesh,Shajapur,0.04,500,166.8,2259.17,1.66,1048.19,0.12,3916.67,0,0
42,2014,6,Madhya Pradesh,Shajapur,0,0,118,3067.8,2,1000,0,0,7,154.29
42,2015,6,Madhya Pradesh,Shajapur,0,0,171,3228.07,2,1000,0,0,0,0
42,2016,6,Madhya Pradesh,Shajapur,0,0,186,3419.35,1,1000,0,0,0,0
42,2017,6,Madhya Pradesh,Shajapur,0.05,800,125.8,3748.81,0.64,1343.75,0,0,0,0
43,1966,6,Madhya Pradesh,Hoshangabad,10,400,116,448.28,1,300,0.1,3000,35,57.14
43,1967,6,Madhya Pradesh,Hoshangabad,10,1000,122,565.57,0.4,750,0.1,2000,32,62.5
43,1968,6,Madhya Pradesh,Hoshangabad,10.6,849.06,128.3,607.95,0.6,500,0.2,1500,34.9,57.31
43,1969,6,Madhya Pradesh,Hoshangabad,10.2,833.33,143.5,569.34,0.3,666.67,0.1,4000,34.6,80.92
43,1970,6,Madhya Pradesh,Hoshangabad,10.2,970.59,156.9,525.81,0.2,1000,0.1,3000,33,45.45
43,1971,6,Madhya Pradesh,Hoshangabad,11.2,1008.93,165.3,746.52,0.1,1000,0.1,2000,32.6,70.55
43,1972,6,Madhya Pradesh,Hoshangabad,12,758.33,142.5,623.86,0.3,666.67,0.2,1000,32.2,114.91
43,1973,6,Madhya Pradesh,Hoshangabad,11.1,1135.14,125.5,762.55,0.4,500,0.1,2000,34.7,57.64
43,1974,6,Madhya Pradesh,Hoshangabad,10.4,750,122.6,744.7,0.7,714.29,0.1,4000,35.2,107.95
43,1975,6,Madhya Pradesh,Hoshangabad,10.6,886.79,128.7,721.06,1.8,833.33,0.1,4000,33.3,48.05
43,1976,6,Madhya Pradesh,Hoshangabad,10,850,128.1,582.36,1.9,526.32,0.2,2500,34.5,69.57
43,1977,6,Madhya Pradesh,Hoshangabad,10.6,933.96,136.1,781.04,1.3,538.46,0.1,9000,34.8,63.22
43,1978,6,Madhya Pradesh,Hoshangabad,11.3,893.81,139.3,725.77,0.7,428.57,0.3,3000,35.9,64.07
43,1979,6,Madhya Pradesh,Hoshangabad,11.9,352.94,128,897.66,0.5,1000,0.2,3000,32.8,60.98
43,1980,6,Madhya Pradesh,Hoshangabad,11.6,784.48,128.9,998.45,0.5,1000,0.2,2500,31.8,66.04
43,1981,6,Madhya Pradesh,Hoshangabad,12.4,846.77,131.3,790.56,0.5,800,0.3,2666.67,32.8,79.27
43,1982,6,Madhya Pradesh,Hoshangabad,12.2,1081.97,140.1,812.28,0.6,333.33,0.4,2750,31,80.65
43,1983,6,Madhya Pradesh,Hoshangabad,12.8,1171.88,157,1169.43,0.6,500,0.4,2750,29.1,54.98
43,1984,6,Madhya Pradesh,Hoshangabad,13.5,992.59,156.4,1365.73,0.2,500,0.4,3250,33.5,98.51
43,1985,6,Madhya Pradesh,Hoshangabad,12.8,1429.69,146.9,1114.36,0.2,1000,0.1,4000,29.2,113.01
43,1986,6,Madhya Pradesh,Hoshangabad,12.6,1396.83,153,1352.94,0.2,500,0.3,3666.67,31,129.03
43,1987,6,Madhya Pradesh,Hoshangabad,13,1076.92,156,1532.05,0.1,1000,0.3,3333.33,31,193.55
43,1988,6,Madhya Pradesh,Hoshangabad,11.6,991.38,163.1,1289.39,0.4,750,0.2,2500,34,147.06
43,1989,6,Madhya Pradesh,Hoshangabad,12,1033.33,158.7,1496.53,0.4,750,0.4,3000,38.4,127.6
43,1990,6,Madhya Pradesh,Hoshangabad,11.7,1205.13,165.3,1580.16,0.1,1000,0.23,3043.48,39.09,91.58
