State,District,Year,Prec_Raviavg,Prec_Kharifavg,Temp_Raviavg,Temp_Kharifavg
Gujarat,Banas Kantha,1989,0.017333333333333333,2.638666666666667,17.160666666666668,11.843333333333334
Gujarat,Banas Kantha,1990,0.048666666666666664,3.324,16.361333333333334,10.773333333333333
Gujarat,Banas Kantha,1991,0.0026666666666666666,1.9493333333333334,16.774,12.817333333333332
Gujarat,Banas Kantha,1992,0.09799999999999999,2.966666666666667,16.743333333333336,11.482
Gujarat,Banas Kantha,1993,0.10666666666666667,2.8666666666666667,17.058666666666667,11.725999999999999
Gujarat,Banas Kantha,1994,0.046000000000000006,5.564,17.08066666666667,9.823333333333332
Gujarat,Banas Kantha,1995,0.08933333333333333,1.5366666666666668,16.787333333333333,12.247333333333332
Gujarat,Banas Kantha,1996,0.022000000000000002,3.1486666666666667,17.634,11.516666666666666
Gujarat,Banas Kantha,1997,0.06066666666666667,4.406666666666666,16.406666666666666,9.934
Gujarat,Banas Kantha,1998,0.024000000000000004,3.514,17.036,10.851333333333335
Gujarat,Banas Kantha,1999,0.028666666666666663,1.8833333333333335,17.635333333333335,12.172666666666666
Gujarat,Banas Kantha,2000,0.013333333333333334,2.2319999999999998,17.709999999999997,12.409999999999998
Gujarat,Banas Kantha,2001,0.020666666666666667,2.044,17.81533333333333,11.546666666666667
Gujarat,Banas Kantha,2002,0.02,1.27,17.005333333333336,13.400666666666666
Gujarat,Banas Kantha,2003,0.12333333333333334,4.078,16.951333333333334,10.382
Gujarat,Banas Kantha,2004,0.04066666666666666,3.110666666666667,17.008,10.917333333333332
Gujarat,Banas Kantha,2005,0.027333333333333334,3.4233333333333333,16.893333333333334,11.106666666666667
Gujarat,Banas Kantha,2006,0.05266666666666667,5.825333333333333,16.416,9.318666666666667
Gujarat,Banas Kantha,2007,0.128,3.989333333333333,16.424000000000003,10.184
Gujarat,Banas Kantha,2008,0.054,2.8846666666666665,16.960666666666665,10.856666666666667
Gujarat,Banas Kantha,2009,0.24333333333333332,2.6006666666666667,16.471999999999998,11.949333333333334
Gujarat,Banas Kantha,2010,0.41133333333333333,5.324,16.112666666666666,9.166666666666666
Gujarat,Banas Kantha,2011,0.02466666666666667,4.218,16.658666666666665,9.541333333333334
Gujarat,Banas Kantha,2012,0.0,3.5346666666666664,17.213333333333335,10.426
Gujarat,Banas Kantha,2013,0.05266666666666667,4.298,16.661333333333335,9.395999999999999
Gujarat,Banas Kantha,2014,0.03933333333333333,3.3813333333333335,16.246,10.911333333333333
Gujarat,Banas Kantha,2015,0.12266666666666666,3.4333333333333336,16.68133333333333,11.096666666666666
Gujarat,Banas Kantha,2016,0.002,3.5540000000000003,17.020666666666667,10.507333333333333
Gujarat,Banas Kantha,2017,0.054,5.960000000000001,16.618,9.744666666666667
Gujarat,Bharuch,1984,0.012,3.966,19.012,8.956
Gujarat,Bharuch,1985,0.006,2.94,18.594,9.952
Gujarat,Bharuch,1986,0.056,2.404,18.234,10.994
Gujarat,Bharuch,1987,0.086,1.376,18.102,10.688
Gujarat,Bharuch,1988,0.004,6.876,17.884,7.402
Gujarat,Bharuch,1989,0.022,3.414,18.126,9.462
Gujarat,Bharuch,1990,0.012,5.586,16.786,7.558
Gujarat,Bharuch,1991,0.004,4.296,17.758,9.534
Gujarat,Bharuch,1992,0.004,3.528,17.806,9.376
Gujarat,Bharuch,1993,0.032,5.59,17.634,8.406
Gujarat,Bharuch,1994,0.106,9.678,18.056,7.38
Gujarat,Bharuch,1995,0.048,6.556,17.568,8.686
Gujarat,Bharuch,1996,0.084,6.65,17.66,8.09
Gujarat,Bharuch,1997,0.124,8.176,16.63,7.284
Gujarat,Bharuch,1998,0.138,8.108,16.494,6.922
Gujarat,Bharuch,1999,0.022,4.346,18.166,8.536
Gujarat,Bharuch,2000,0.038,2.974,18.466,9.814
Gujarat,Bharuch,2001,0.004,5.598,18.052,7.81
Gujarat,Bharuch,2002,0.03,6.198,17.578,8.694
Gujarat,Bharuch,2003,0.324,10.378,17.274,6.854
Gujarat,Bharuch,2004,0.01,10.786,17.772,7.428
Gujarat,Bharuch,2005,0.004,12.998,17.65,7.344
Gujarat,Bharuch,2006,0.114,10.794,17.326,6.898
Gujarat,Bharuch,2007,0.058,10.656,16.662,6.862
Gujarat,Bharuch,2008,0.014,8.816,17.622,6.842
Gujarat,Bharuch,2009,0.292,8.206,16.716,8.024
Gujarat,Bharuch,2010,0.346,10.642,15.724,6.55
Gujarat,Bharuch,2011,0.0,7.784,18.202,7.21
Gujarat,Bharuch,2012,0.0,5.71,17.984,7.496
Gujarat,Bharuch,2013,0.05,12.416,16.902,5.86
Gujarat,Bharuch,2014,0.152,6.304,16.336,8.162
Gujarat,Bharuch,2015,0.1,7.526,16.77,8.12
Gujarat,Bharuch,2016,0.008,6.73,17.988,7.406
Gujarat,Bharuch,2017,0.118,7.326,17.294,7.41
Gujarat,Bhavnagar,1984,0.0,3.064,18.392,10.803999999999998
Gujarat,Bhavnagar,1985,0.0,1.8319999999999999,18.03,11.749
Gujarat,Bhavnagar,1986,0.037,1.185,17.740000000000002,12.722999999999999
Gujarat,Bhavnagar,1987,0.078,1.163,17.686,12.030999999999999
Gujarat,Bhavnagar,1988,0.0,4.992000000000001,17.216,8.874
Gujarat,Bhavnagar,1989,0.015,2.463,17.63,10.821000000000002
Gujarat,Bhavnagar,1990,0.017,3.25,16.497999999999998,9.847
Gujarat,Bhavnagar,1991,0.001,2.285,16.94,11.565
Gujarat,Bhavnagar,1992,0.01,3.223,17.245,10.403
Gujarat,Bhavnagar,1993,0.031,2.896,16.799,10.455
Gujarat,Bhavnagar,1994,0.05,6.088,17.378999999999998,8.799
Gujarat,Bhavnagar,1995,0.026,2.786,16.944,10.494
Gujarat,Bhavnagar,1996,0.07300000000000001,3.6879999999999997,17.222,9.833
Gujarat,Bhavnagar,1997,0.086,4.686999999999999,16.467,9.234
Gujarat,Bhavnagar,1998,0.08099999999999999,4.422000000000001,16.283,8.616999999999999
Gujarat,Bhavnagar,1999,0.055,2.186,17.467,10.725
Gujarat,Bhavnagar,2000,0.016,2.117,17.793999999999997,11.315
Gujarat,Bhavnagar,2001,0.0,3.0,17.881999999999998,9.847999999999999
Gujarat,Bhavnagar,2002,0.020999999999999998,2.916,17.114,11.286
Gujarat,Bhavnagar,2003,0.14400000000000002,5.726,17.009,8.553
Gujarat,Bhavnagar,2004,0.003,5.352,17.23,8.518
Gujarat,Bhavnagar,2005,0.0,6.518,17.136000000000003,8.504
Gujarat,Bhavnagar,2006,0.039,5.749,16.948999999999998,8.538
Gujarat,Bhavnagar,2007,0.08499999999999999,7.622,15.943000000000001,7.707
Gujarat,Bhavnagar,2008,0.016,5.175000000000001,16.887,8.613
Gujarat,Bhavnagar,2009,0.15400000000000003,4.668,16.541,9.882000000000001
Gujarat,Bhavnagar,2010,0.46499999999999997,7.507,15.661,7.697000000000001
Gujarat,Bhavnagar,2011,0.0,5.199,17.279,8.128
Gujarat,Bhavnagar,2012,0.0,2.9829999999999997,17.914,9.758
Gujarat,Bhavnagar,2013,0.002,7.893,16.584,7.3580000000000005
Gujarat,Bhavnagar,2014,0.079,3.497,16.069000000000003,9.644
Gujarat,Bhavnagar,2015,0.094,4.779999999999999,16.375999999999998,9.708
Gujarat,Bhavnagar,2016,0.004,4.1850000000000005,17.192999999999998,9.55
Gujarat,Bhavnagar,2017,0.07,5.434,16.647,8.981
Gujarat,Chhota Udaipur,1984,0.017,4.430999999999999,18.918,9.88
Gujarat,Chhota Udaipur,1985,0.002,3.701,18.499,10.767
Gujarat,Chhota Udaipur,1986,0.09,3.072,18.376,11.611999999999998
Gujarat,Chhota Udaipur,1987,0.189,2.044,18.264,11.891
Gujarat,Chhota Udaipur,1988,0.007,5.768,18.16,8.387
Gujarat,Chhota Udaipur,1989,0.055,3.752,18.293,9.955
Gujarat,Chhota Udaipur,1990,0.034,5.834,16.969,8.167
Gujarat,Chhota Udaipur,1991,0.007,4.112,17.82,10.423
Gujarat,Chhota Udaipur,1992,0.011,3.665,17.825,10.164
Gujarat,Chhota Udaipur,1993,0.053000000000000005,5.391,18.009,9.143999999999998
Gujarat,Chhota Udaipur,1994,0.135,8.684000000000001,18.180999999999997,8.091999999999999
Gujarat,Chhota Udaipur,1995,0.098,4.938,17.676000000000002,9.759
Gujarat,Chhota Udaipur,1996,0.078,6.072,17.814999999999998,8.703
Gujarat,Chhota Udaipur,1997,0.16099999999999998,8.256,16.755000000000003,7.695
Gujarat,Chhota Udaipur,1998,0.098,6.775,16.923000000000002,7.755
Gujarat,Chhota Udaipur,1999,0.07600000000000001,4.173,18.353,9.679
Gujarat,Chhota Udaipur,2000,0.039999999999999994,3.553,18.745,10.905000000000001
Gujarat,Chhota Udaipur,2001,0.006,4.123,18.431,9.241
Gujarat,Chhota Udaipur,2002,0.056,4.375,17.573,10.142
Gujarat,Chhota Udaipur,2003,0.21,7.833,17.238,7.647
Gujarat,Chhota Udaipur,2004,0.028999999999999998,7.5489999999999995,17.929,8.217
Gujarat,Chhota Udaipur,2005,0.015,9.232,17.698999999999998,8.123999999999999
Gujarat,Chhota Udaipur,2006,0.126,8.645,17.383,7.784
Gujarat,Chhota Udaipur,2007,0.040999999999999995,8.275,16.892,7.818999999999999
Gujarat,Chhota Udaipur,2008,0.025,5.9830000000000005,17.576999999999998,7.973
Gujarat,Chhota Udaipur,2009,0.56,5.786,16.586,9.188
Gujarat,Chhota Udaipur,2010,0.388,8.457999999999998,15.966999999999999,7.57
Gujarat,Chhota Udaipur,2011,0.0,6.441000000000001,18.105,8.091999999999999
Gujarat,Chhota Udaipur,2012,0.0,5.227,18.087,8.401
Gujarat,Chhota Udaipur,2013,0.078,9.512,16.793,6.351
Gujarat,Chhota Udaipur,2014,0.183,5.907,16.399,9.115
Gujarat,Chhota Udaipur,2015,0.22899999999999998,5.914,16.774,9.184000000000001
Gujarat,Chhota Udaipur,2016,0.004,4.995,17.978,8.620999999999999
Gujarat,Chhota Udaipur,2017,0.07999999999999999,5.899,17.352,8.522
Gujarat,Devbhumi Dwarka,1984,0.0,2.31,13.294,6.412
Gujarat,Devbhumi Dwarka,1985,0.0,1.438,12.912,6.662
Gujarat,Devbhumi Dwarka,1986,0.004,1.156,12.75,7.318
Gujarat,Devbhumi Dwarka,1987,0.04,0.978,13.208,7.112
Gujarat,Devbhumi Dwarka,1988,0.0,4.208,12.21,5.33
Gujarat,Devbhumi Dwarka,1989,0.018,3.14,12.142,6.152
Gujarat,Devbhumi Dwarka,1990,0.026,2.366,11.698,6.018
Gujarat,Devbhumi Dwarka,1991,0.0,1.434,12.114,6.982
Gujarat,Devbhumi Dwarka,1992,0.038,3.498,12.156,6.02
Gujarat,Devbhumi Dwarka,1993,0.182,1.716,12.336,6.184
Gujarat,Devbhumi Dwarka,1994,0.014,4.696,12.504,5.734
Gujarat,Devbhumi Dwarka,1995,0.014,1.51,11.846,6.49
Gujarat,Devbhumi Dwarka,1996,0.082,2.36,12.55,6.554
Gujarat,Devbhumi Dwarka,1997,0.132,2.994,11.672,5.742
Gujarat,Devbhumi Dwarka,1998,0.026,2.896,12.334,5.562
Gujarat,Devbhumi Dwarka,1999,0.052,1.35,12.776,6.216
Gujarat,Devbhumi Dwarka,2000,0.0,1.866,12.662,6.456
Gujarat,Devbhumi Dwarka,2001,0.0,2.29,12.744,6.022
Gujarat,Devbhumi Dwarka,2002,0.018,1.61,12.202,6.83
Gujarat,Devbhumi Dwarka,2003,0.018,4.448,12.366,5.712
Gujarat,Devbhumi Dwarka,2004,0.01,3.364,12.318,5.736
Gujarat,Devbhumi Dwarka,2005,0.0,3.168,11.746,5.908
Gujarat,Devbhumi Dwarka,2006,0.012,4.742,12.026,5.024
Gujarat,Devbhumi Dwarka,2007,0.058,7.214,11.102,4.976
Gujarat,Devbhumi Dwarka,2008,0.056,3.684,12.216,5.594
Gujarat,Devbhumi Dwarka,2009,0.038,4.608,12.012,5.674
Gujarat,Devbhumi Dwarka,2010,0.774,7.198,11.276,4.844
Gujarat,Devbhumi Dwarka,2011,0.004,5.058,11.774,5.12
Gujarat,Devbhumi Dwarka,2012,0.004,1.838,12.156,6.128
Gujarat,Devbhumi Dwarka,2013,0.042,5.05,11.888,5.102
Gujarat,Devbhumi Dwarka,2014,0.044,3.142,11.644,6.04
Gujarat,Devbhumi Dwarka,2015,0.102,4.056,12.122,6.11
Gujarat,Devbhumi Dwarka,2016,0.008,2.722,12.51,5.626
Gujarat,Devbhumi Dwarka,2017,0.002,3.532,12.276,5.776
Gujarat,Gir Somnath,1984,0.0,4.13,15.556,6.79
Gujarat,Gir Somnath,1985,0.0,1.422,15.162,7.724
Gujarat,Gir Somnath,1986,0.028,1.438,14.714,8.478
Gujarat,Gir Somnath,1987,0.044,1.192,14.798,8.122
Gujarat,Gir Somnath,1988,0.0,4.926,14.044,5.686
Gujarat,Gir Somnath,1989,0.03,3.774,14.602,6.77
Gujarat,Gir Somnath,1990,0.02,2.926,13.67,6.402
Gujarat,Gir Somnath,1991,0.0,2.566,14.086,7.616
Gujarat,Gir Somnath,1992,0.022,4.156,14.25,6.662
Gujarat,Gir Somnath,1993,0.046,2.358,13.776,6.736
Gujarat,Gir Somnath,1994,0.034,4.84,14.442,6.02
Gujarat,Gir Somnath,1995,0.008,2.704,13.96,6.812
Gujarat,Gir Somnath,1996,0.118,4.246,14.228,6.558
Gujarat,Gir Somnath,1997,0.148,4.618,13.724,6.08
Gujarat,Gir Somnath,1998,0.056,3.864,13.572,5.702
Gujarat,Gir Somnath,1999,0.034,2.01,14.436,6.75
Gujarat,Gir Somnath,2000,0.006,2.93,14.612,7.02
Gujarat,Gir Somnath,2001,0.0,3.598,14.686,6.244
Gujarat,Gir Somnath,2002,0.012,2.786,14.084,7.366
Gujarat,Gir Somnath,2003,0.042,5.642,14.338,5.708
Gujarat,Gir Somnath,2004,0.018,5.764,14.228,5.582
Gujarat,Gir Somnath,2005,0.0,4.81,14.158,5.798
Gujarat,Gir Somnath,2006,0.026,5.364,14.12,5.52
Gujarat,Gir Somnath,2007,0.056,9.852,12.97,5.116
Gujarat,Gir Somnath,2008,0.016,5.958,14.066,5.524
Gujarat,Gir Somnath,2009,0.136,7.14,13.916,6.198
Gujarat,Gir Somnath,2010,0.59,8.672,12.82,5.024
Gujarat,Gir Somnath,2011,0.0,5.488,14.346,5.358
Gujarat,Gir Somnath,2012,0.0,2.346,14.832,6.688
Gujarat,Gir Somnath,2013,0.002,6.23,14.11,4.89
Gujarat,Gir Somnath,2014,0.072,4.678,13.36,6.126
Gujarat,Gir Somnath,2015,0.126,3.966,13.724,6.604
Gujarat,Gir Somnath,2016,0.002,4.574,14.514,5.89
Gujarat,Gir Somnath,2017,0.046,5.186,14.088,5.948
Gujarat,Jamnagar,1984,0.0,2.44,15.762,8.661000000000001
Gujarat,Jamnagar,1985,0.0,1.537,15.429,9.088000000000001
Gujarat,Jamnagar,1986,0.005,1.12,15.193,9.994
Gujarat,Jamnagar,1987,0.05,0.9830000000000001,15.618,9.739
Gujarat,Jamnagar,1988,0.0,4.876,14.778,7.131
Gujarat,Jamnagar,1989,0.013000000000000001,3.098,14.777999999999999,8.309
Gujarat,Jamnagar,1990,0.023,2.5949999999999998,14.080000000000002,7.939
Gujarat,Jamnagar,1991,0.0,1.5190000000000001,14.530000000000001,9.347999999999999
Gujarat,Jamnagar,1992,0.03,3.5949999999999998,14.573,7.933
Gujarat,Jamnagar,1993,0.169,1.877,14.607,8.442
Gujarat,Jamnagar,1994,0.014,5.196,15.023,7.436999999999999
Gujarat,Jamnagar,1995,0.009000000000000001,1.554,14.324,8.713000000000001
Gujarat,Jamnagar,1996,0.068,2.485,14.981000000000002,8.526
Gujarat,Jamnagar,1997,0.088,3.148,14.216999999999999,7.687
Gujarat,Jamnagar,1998,0.033,3.13,14.583,7.422000000000001
Gujarat,Jamnagar,1999,0.074,1.456,15.107,8.573
Gujarat,Jamnagar,2000,0.0,1.86,15.112,8.827
Gujarat,Jamnagar,2001,0.0,2.192,15.32,8.115
Gujarat,Jamnagar,2002,0.020999999999999998,1.684,14.608,9.283000000000001
Gujarat,Jamnagar,2003,0.019,4.796,14.831,7.292
Gujarat,Jamnagar,2004,0.007,3.461,14.892,7.4
Gujarat,Jamnagar,2005,0.0,3.673,14.337,7.521000000000001
Gujarat,Jamnagar,2006,0.011,5.009,14.562000000000001,6.682
Gujarat,Jamnagar,2007,0.08499999999999999,7.383,13.57,6.455
Gujarat,Jamnagar,2008,0.055,3.971,14.754,7.345000000000001
Gujarat,Jamnagar,2009,0.037,4.246,14.384,7.865
Gujarat,Jamnagar,2010,0.806,7.447,13.641,6.285
Gujarat,Jamnagar,2011,0.003,5.369,14.396,6.735
Gujarat,Jamnagar,2012,0.002,2.029,14.873,8.131
Gujarat,Jamnagar,2013,0.033,5.724,14.388000000000002,6.601
Gujarat,Jamnagar,2014,0.055,3.01,14.047,8.009
Gujarat,Jamnagar,2015,0.092,4.167999999999999,14.425,8.187
Gujarat,Jamnagar,2016,0.007,2.8609999999999998,14.985,7.599
Gujarat,Jamnagar,2017,0.01,4.571,14.576,7.389
Gujarat,Junagadh,1984,0.0,3.714,18.924,9.886
Gujarat,Junagadh,1985,0.0,1.586,18.626,10.944
Gujarat,Junagadh,1986,0.02,1.248,18.264,12.116
Gujarat,Junagadh,1987,0.052,1.274,18.432,11.622
Gujarat,Junagadh,1988,0.0,5.302,17.812,8.076
Gujarat,Junagadh,1989,0.024,3.34,18.07,9.812
Gujarat,Junagadh,1990,0.02,2.946,17.12,9.216
Gujarat,Junagadh,1991,0.0,2.31,17.5,10.888
Gujarat,Junagadh,1992,0.018,4.05,17.736,9.362
Gujarat,Junagadh,1993,0.054,2.314,17.362,9.896
Gujarat,Junagadh,1994,0.028,5.422,18.002,8.474
Gujarat,Junagadh,1995,0.008,2.41,17.406,9.952
Gujarat,Junagadh,1996,0.098,3.802,17.744,9.564
Gujarat,Junagadh,1997,0.114,4.448,17.162,8.736
Gujarat,Junagadh,1998,0.054,3.834,17.21,8.348
Gujarat,Junagadh,1999,0.06,1.868,18.03,9.99
Gujarat,Junagadh,2000,0.004,2.604,18.224,10.202
Gujarat,Junagadh,2001,0.0,3.16,18.246,9.05
Gujarat,Junagadh,2002,0.018,2.57,17.544,10.766
Gujarat,Junagadh,2003,0.038,5.55,17.84,8.098
Gujarat,Junagadh,2004,0.012,5.23,17.864,8.046
Gujarat,Junagadh,2005,0.0,4.948,17.718,8.126
Gujarat,Junagadh,2006,0.018,5.356,17.718,7.796
Gujarat,Junagadh,2007,0.086,9.348,16.3,7.124
Gujarat,Junagadh,2008,0.016,5.584,17.62,7.912
Gujarat,Junagadh,2009,0.092,5.98,17.372,9.094
Gujarat,Junagadh,2010,0.642,8.524,16.22,7.062
Gujarat,Junagadh,2011,0.0,5.616,17.812,7.538
Gujarat,Junagadh,2012,0.0,2.394,18.342,9.392
Gujarat,Junagadh,2013,0.004,6.69,17.528,7.074
Gujarat,Junagadh,2014,0.074,4.044,16.832,8.96
Gujarat,Junagadh,2015,0.098,4.128,17.17,9.454
Gujarat,Junagadh,2016,0.002,4.218,18.052,8.566
Gujarat,Junagadh,2017,0.03,5.402,17.51,8.35
Gujarat,Kachchh,1984,0.0005,1.5383333333333333,17.491833333333336,11.540833333333333
Gujarat,Kachchh,1985,0.0,1.3343333333333334,17.2535,11.622
Gujarat,Kachchh,1986,0.021666666666666667,1.1245,17.0665,12.5145
Gujarat,Kachchh,1987,0.07066666666666667,0.35533333333333333,17.432833333333335,12.652333333333333
Gujarat,Kachchh,1988,0.0015000000000000002,3.249833333333333,16.787166666666668,10.078833333333334
Gujarat,Kachchh,1989,0.008166666666666668,2.708833333333333,16.605333333333334,10.823833333333333
Gujarat,Kachchh,1990,0.0315,2.1858333333333335,15.919166666666667,10.760833333333332
Gujarat,Kachchh,1991,0.0008333333333333334,0.8426666666666667,16.2055,12.401166666666667
Gujarat,Kachchh,1992,0.056,2.6910000000000003,16.265833333333333,10.772333333333334
Gujarat,Kachchh,1993,0.24950000000000003,1.4586666666666666,16.499666666666666,11.399500000000002
Gujarat,Kachchh,1994,0.02,4.0473333333333334,16.713333333333335,9.850666666666667
Gujarat,Kachchh,1995,0.050166666666666665,0.9143333333333333,16.150166666666667,11.6055
Gujarat,Kachchh,1996,0.04683333333333334,1.3698333333333332,17.102666666666668,11.437
Gujarat,Kachchh,1997,0.08283333333333333,2.013333333333333,16.046166666666668,10.120833333333334
Gujarat,Kachchh,1998,0.013,2.0693333333333332,16.479499999999998,10.562833333333334
Gujarat,Kachchh,1999,0.041833333333333333,1.0466666666666666,16.885833333333334,11.302666666666667
Gujarat,Kachchh,2000,0.0026666666666666666,1.3191666666666666,16.895166666666665,11.695333333333332
Gujarat,Kachchh,2001,0.0205,1.4896666666666667,17.175333333333334,10.799833333333334
Gujarat,Kachchh,2002,0.017499999999999998,0.7311666666666666,16.423333333333336,12.347
Gujarat,Kachchh,2003,0.11299999999999999,3.6613333333333333,16.5605,9.899166666666666
Gujarat,Kachchh,2004,0.044000000000000004,1.8348333333333333,16.629,10.533333333333333
Gujarat,Kachchh,2005,0.030666666666666665,1.8475000000000001,16.174333333333333,10.849666666666666
Gujarat,Kachchh,2006,0.058166666666666665,4.4165,16.0925,9.129
Gujarat,Kachchh,2007,0.08700000000000001,3.8946666666666663,15.8135,9.420499999999999
Gujarat,Kachchh,2008,0.10266666666666667,2.065,16.586499999999997,10.447333333333333
Gujarat,Kachchh,2009,0.072,2.6951666666666667,16.010833333333334,10.760833333333332
Gujarat,Kachchh,2010,0.616,5.007666666666666,15.892166666666666,8.897833333333333
Gujarat,Kachchh,2011,0.0135,4.439166666666667,16.029833333333332,9.183666666666666
Gujarat,Kachchh,2012,0.009833333333333333,1.8936666666666666,16.7135,10.631666666666666
Gujarat,Kachchh,2013,0.062,3.377166666666666,16.226166666666668,9.482166666666666
Gujarat,Kachchh,2014,0.0195,2.1321666666666665,16.023166666666665,10.746
Gujarat,Kachchh,2015,0.061,3.1010000000000004,16.101,10.579500000000001
Gujarat,Kachchh,2016,0.005166666666666667,1.7096666666666664,16.624,10.484166666666667
Gujarat,Kachchh,2017,0.015,3.8226666666666667,16.3335,9.831
Gujarat,Kheda,1984,0.002,4.24,19.432,10.498
Gujarat,Kheda,1985,0.0,3.564,18.818,11.442
Gujarat,Kheda,1986,0.114,2.818,18.784,12.34
Gujarat,Kheda,1987,0.248,1.582,18.8,12.602
Gujarat,Kheda,1988,0.0,4.432,18.612,9.368
Gujarat,Kheda,1989,0.022,3.906,18.504,10.59
Gujarat,Kheda,1990,0.03,5.32,17.192,8.934
Gujarat,Kheda,1991,0.0,3.606,18.092,11.26
Gujarat,Kheda,1992,0.02,3.672,18.07,10.552
Gujarat,Kheda,1993,0.054,4.596,18.316,10.154
Gujarat,Kheda,1994,0.072,8.59,18.304,8.654
Gujarat,Kheda,1995,0.102,2.834,18.028,11.102
Gujarat,Kheda,1996,0.03,5.258,18.186,9.436
Gujarat,Kheda,1997,0.086,8.002,16.952,8.006
Gujarat,Kheda,1998,0.034,5.78,17.61,8.632
Gujarat,Kheda,1999,0.032,3.408,18.836,10.92
Gujarat,Kheda,2000,0.018,3.848,19.106,11.384
Gujarat,Kheda,2001,0.002,3.276,19.03,10.552
Gujarat,Kheda,2002,0.022,2.78,18.09,12.012
Gujarat,Kheda,2003,0.128,6.238,17.56,8.826
Gujarat,Kheda,2004,0.01,5.64,18.052,9.048
Gujarat,Kheda,2005,0.004,7.208,17.538,8.774
Gujarat,Kheda,2006,0.042,7.274,17.32,8.338
Gujarat,Kheda,2007,0.032,7.034,16.798,8.41
Gujarat,Kheda,2008,0.03,4.404,17.86,9.11
Gujarat,Kheda,2009,0.486,3.856,17.186,10.374
Gujarat,Kheda,2010,0.318,7.706,16.234,8.136
Gujarat,Kheda,2011,0.0,5.106,17.956,8.476
Gujarat,Kheda,2012,0.0,4.342,18.386,9.436
Gujarat,Kheda,2013,0.016,7.078,17.0,7.288
Gujarat,Kheda,2014,0.084,5.732,16.594,9.526
Gujarat,Kheda,2015,0.184,4.062,17.162,10.3
Gujarat,Kheda,2016,0.006,3.616,18.362,9.784
Gujarat,Kheda,2017,0.066,5.658,17.486,9.066
Gujarat,Mahesana,1984,0.0,3.582,18.776,11.278
Gujarat,Mahesana,1985,0.0,2.914,18.324,12.124
Gujarat,Mahesana,1986,0.104,2.164,18.14,12.824
Gujarat,Mahesana,1987,0.224,1.268,18.232,13.016
Gujarat,Mahesana,1988,0.002,3.806,18.106,10.244
Gujarat,Mahesana,1989,0.014,3.372,17.812,11.22
Gujarat,Mahesana,1990,0.032,4.386,16.926,9.844
Gujarat,Mahesana,1991,0.0,2.838,17.39,12.126
Gujarat,Mahesana,1992,0.044,3.306,17.392,11.122
Gujarat,Mahesana,1993,0.082,3.656,17.554,10.974
Gujarat,Mahesana,1994,0.048,7.268,17.676,9.05
Gujarat,Mahesana,1995,0.092,2.008,17.374,11.742
Gujarat,Mahesana,1996,0.014,4.186,17.938,10.486
Gujarat,Mahesana,1997,0.068,6.24,16.734,8.776
Gujarat,Mahesana,1998,0.02,4.658,17.388,9.758
Gujarat,Mahesana,1999,0.026,2.674,18.218,11.522
Gujarat,Mahesana,2000,0.01,3.166,18.41,11.87
Gujarat,Mahesana,2001,0.006,2.646,18.48,11.142
Gujarat,Mahesana,2002,0.012,1.988,17.572,12.806
Gujarat,Mahesana,2003,0.096,5.234,17.356,9.596
Gujarat,Mahesana,2004,0.012,4.324,17.546,9.902
Gujarat,Mahesana,2005,0.006,5.49,17.476,9.71
Gujarat,Mahesana,2006,0.032,6.266,17.048,8.92
Gujarat,Mahesana,2007,0.06,5.832,16.648,8.952
Gujarat,Mahesana,2008,0.038,3.584,17.402,10.11
Gujarat,Mahesana,2009,0.39,3.03,16.942,11.348
Gujarat,Mahesana,2010,0.364,6.584,16.222,8.496
Gujarat,Mahesana,2011,0.008,4.448,17.46,9.05
Gujarat,Mahesana,2012,0.0,3.64,17.834,10.076
Gujarat,Mahesana,2013,0.018,5.66,16.868,8.18
Gujarat,Mahesana,2014,0.054,4.684,16.42,10.1
Gujarat,Mahesana,2015,0.172,3.686,16.938,10.732
Gujarat,Mahesana,2016,0.006,3.628,17.746,10.166
Gujarat,Mahesana,2017,0.052,5.622,17.004,9.464
Gujarat,Morbi,1984,0.0,2.523,18.518,11.553
Gujarat,Morbi,1985,0.0,1.9000000000000001,18.15,11.858
Gujarat,Morbi,1986,0.035,1.219,18.016,12.953
Gujarat,Morbi,1987,0.11100000000000002,1.055,18.265,12.843
Gujarat,Morbi,1988,0.0,4.593999999999999,17.503999999999998,9.689
Gujarat,Morbi,1989,0.009000000000000001,2.786,17.527,11.116
Gujarat,Morbi,1990,0.023,2.942,16.712000000000003,10.511
Gujarat,Morbi,1991,0.0,1.65,17.014,12.302
Gujarat,Morbi,1992,0.025,3.1980000000000004,17.293,10.793
Gujarat,Morbi,1993,0.14100000000000001,2.2439999999999998,17.226,11.335
Gujarat,Morbi,1994,0.024,5.621,17.596,9.42
Gujarat,Morbi,1995,0.032,1.4769999999999999,17.121000000000002,11.626
Gujarat,Morbi,1996,0.038,2.561,17.843,11.054
Gujarat,Morbi,1997,0.07,3.697,16.808,9.854
Gujarat,Morbi,1998,0.03,3.3449999999999998,17.204,10.085
Gujarat,Morbi,1999,0.07400000000000001,1.6709999999999998,17.852,11.551
Gujarat,Morbi,2000,0.003,1.915,17.9,11.847999999999999
Gujarat,Morbi,2001,0.005,2.031,18.219,10.798
Gujarat,Morbi,2002,0.020999999999999998,1.5910000000000002,17.292,12.428
Gujarat,Morbi,2003,0.062,4.652,17.419,9.523
Gujarat,Morbi,2004,0.013000000000000001,3.266,17.45,9.948
