Dist_Code,Year,State_Code,State_Name,Dist_Name,RICE_AREA__1000_ha_,RICE_YIELD__Kg_per_ha_,WHEAT_AREA__1000_ha_,WHEAT_YIELD__Kg_per_ha_,GROUNDNUT_AREA__1000_ha_,GROUNDNUT_YIELD__Kg_per_ha_,SUGARCANE_AREA__1000_ha_,SUGARCANE_YIELD__Kg_per_ha_,COTTON_AREA__1000_ha_,COTTON_YIELD__Kg_per_ha_,RICE_IRRIGATED_AREA__1000_ha_,WHEAT_IRRIGATED_AREA__1000_ha_,GROUNDNUT_IRRIGATED_AREA__1000_ha_,SUGARCANE_IRRIGATED_AREA__1000_ha_,COTTON_IRRIGATED_AREA__1000_ha_,TOTAL_KHARIF_FERT_CONSUMPTION__tons_perha,TOTAL_RABI_CONSUMPTION__tons_perha,Prec_Rabiavg,Prec_Kharifavg,Temp_Rabiavg,Temp_Kharifavg
7,1984,6,Madhya Pradesh,Jabalpur,125.9,342.34,159.5,784.33,0,0,0.2,2000,0,0,10.2,28.8,0,0.2,0,,,,,,
7,1985,6,Madhya Pradesh,Jabalpur,133.6,761.98,183.4,704.47,0,0,0.1,3000,0,0,10.4,31.2,0,0.2,0,,,,,,
7,1986,6,Madhya Pradesh,Jabalpur,127,188.98,121,661.16,0,0,0.1,2000,0,0,8.2,26.8,0,0.2,0,,,,,,
7,1987,6,Madhya Pradesh,Jabalpur,113,601.77,156,935.9,0,0,0.1,3000,0,0,8.3,39.6,0,0.2,0,,,,,,
7,1988,6,Madhya Pradesh,Jabalpur,132,596.97,154.8,1043.28,0,0,0.1,2000,0,0,10.9,39.5,0,0.1,0,,,,,,
7,1989,6,Madhya Pradesh,Jabalpur,126,467.46,127.4,893.25,0,0,0.1,3000,0,0,9.2,39.6,0,0.1,0,,,,,,
7,1990,6,Madhya Pradesh,Jabalpur,135.5,825.09,166.3,1009.62,0,0,0.07,2857.14,0,0,4.05,54.72,-1,-1,-1,4856,13221,,,,
7,1991,6,Madhya Pradesh,Jabalpur,138.4,541.91,143.5,933.8,0,0,0.09,2222.22,0,0,11.04,60.74,-1,-1,-1,5926,13237,,,,
7,1992,6,Madhya Pradesh,Jabalpur,144.8,658.84,161.2,1209.06,0,0,0.07,1428.57,0,0,12.13,74.58,-1,-1,-1,5926,13237,,,,
7,1993,6,Madhya Pradesh,Jabalpur,147.3,680.24,170.7,1173.99,0,0,0.06,1666.67,0,0,10.98,84.68,-1,-1,-1,7051,13320,,,,
7,1994,6,Madhya Pradesh,Jabalpur,149,758.39,165.6,1301.33,0,0,0.1,1000,0,0,9.86,84.89,-1,-1,-1,8988,14616,,,,
7,1995,6,Madhya Pradesh,Jabalpur,152.4,738.85,149.3,1219.02,0,0,0,0,0,0,10.8,80.76,-1,-1,-1,8988,14616,,,,
7,1996,6,Madhya Pradesh,Jabalpur,153.2,563.32,144.2,1154.65,0,0,0.1,1000,0,0,12,90.62,-1,-1,-1,8988,14616,,,,
7,1997,6,Madhya Pradesh,Jabalpur,161.8,532.76,185.8,910.12,0,0,0.08,2500,0,0,8.82,87.79,-1,-1,-1,6500,19465,,,,
7,1998,6,Madhya Pradesh,Jabalpur,56.1,513.37,186.34,732.53,0.1,1000,0.14,1285.71,0,0,18.61,100.39,0,0.17,0,-1,-1,,,,
7,1999,6,Madhya Pradesh,Jabalpur,164.7,1052.82,188.5,1344.3,0.2,1000,0.1,2000,0,0,10.59,107.13,0,0.19,0,-1,-1,,,,
7,2000,6,Madhya Pradesh,Jabalpur,164.3,438.22,154.3,1269.6,0.1,1000,0.1,3000,0,0,11.77,100.37,0,0.26,0,8015,14146,,,,
7,2001,6,Madhya Pradesh,Jabalpur,172.7,839.03,159.1,1385.92,0.1,1000,0.1,4000,0,0,13.24,104.06,0,0.34,0,9110,16463,,,,
7,2002,6,Madhya Pradesh,Jabalpur,170.1,567.31,148.9,1141.71,0.1,1000,0.2,2500,0,0,19.62,99.37,0,0.35,0,7297,22541,,,,
7,2003,6,Madhya Pradesh,Jabalpur,178.2,978.11,157.2,1534.35,0.1,1000,0.1,4000,0,0,13.25,105.84,0,0.34,0,9504,26395,,,,
7,2004,6,Madhya Pradesh,Jabalpur,180.52,901.95,156.45,1480.92,0.12,1500,0.39,1692.31,0,0,13.73,108.65,0,0.38,0,11419,27068,,,,
7,2005,6,Madhya Pradesh,Jabalpur,168.96,863.52,156.55,1633.09,0.11,1272.73,0.98,1224.49,0,0,12.63,112.03,0,0.96,0,7304,26412,,,,
7,2006,6,Madhya Pradesh,Jabalpur,173.4,598.1,144.1,1570.78,0.11,1000,1.82,1098.9,0,0,14.15,104.7,0,1.8,0,18825,27082,,,,
7,2007,6,Madhya Pradesh,Jabalpur,153.8,347.98,130.4,1274.54,0.1,1000,1.2,2416.67,0,0,13.48,100.25,0,1.66,0,14535,32236,,,,
7,2008,6,Madhya Pradesh,Jabalpur,173.3,598.33,157.7,1558.66,0.1,1000,0.5,2600,0,0,16.61,125.23,0,1.19,0,24865,34691,,,,
7,2009,6,Madhya Pradesh,Jabalpur,135.2,582.84,162,1416.05,0.1,1000,0.7,2571.43,0,0,9.75,132.87,0,1.1,0,22412,45240,,,,
7,2010,6,Madhya Pradesh,Jabalpur,151.1,1025.81,162.7,2086.66,0,0,0.4,2750,0,0,17.69,136.77,0,1.14,0,26597,50774,,,,
7,2011,6,Madhya Pradesh,Jabalpur,157.6,1297.59,166,2298.8,0.1,1000,0.5,2600,0,0,21.46,158.43,0.11,0.97,0,31917,38747,,,,
7,2012,6,Madhya Pradesh,Jabalpur,182.13,1608.25,201.13,2779.79,0.18,2055.56,0.23,2956.52,0,0,46.7,180.3,0,1.13,0,37396,43666,,,,
7,2013,6,Madhya Pradesh,Jabalpur,188.69,1931,218.66,2500.64,0.19,1631.58,0.9,3077.78,0,0,45.11,204.71,0,1.51,0,27373,53654,,,,
7,2014,6,Madhya Pradesh,Jabalpur,179,1273.74,227,2634.36,0,0,1,3000,0,0,57.2,228.05,0,2.17,0,27674,42746,,,,
7,2015,6,Madhya Pradesh,Jabalpur,169,1120.3,202,3084.16,0,0,3,3666.67,0,0,68.11,226.5,0,2.62,0,29104,53238,,,,
7,2016,6,Madhya Pradesh,Jabalpur,225,2900.71,237,3489.45,0,0,0,0,0,0,88.36,225.52,0,2.94,0,37976,59746,,,,
7,2017,6,Madhya Pradesh,Jabalpur,210.2,2503.19,300.7,3449.05,0.16,875,3.37,529.97,0,0,122.26,258.57,0,3.49,0,38213,56931,,,,
8,1984,6,Madhya Pradesh,Balaghat,229.7,673.49,15.1,470.2,0,0,1.1,4727.27,0,0,111.3,5.8,0,2.3,0,,,0.456666667,6.455333333,17.14066667,8.511333333
8,1985,6,Madhya Pradesh,Balaghat,230.6,1318.3,20.3,300.49,0.1,1000,1.1,4818.18,0,0,114.1,8.2,0,2.2,0,,,0.372666667,7.838666667,16.85,8.360666667
8,1986,6,Madhya Pradesh,Balaghat,233,1004.29,21,1000,0,0,1.1,4818.18,0,0,119,7.9,0,2.2,0,,,1.116,7.186,15.51533333,8.691333333
8,1987,6,Madhya Pradesh,Balaghat,203,1009.85,22,590.91,0,0,2.3,4521.74,0,0,107.4,6.8,0,2.1,0,,,0.692666667,6.073333333,16.28466667,8.733333333
8,1988,6,Madhya Pradesh,Balaghat,235.1,1525.31,22.5,737.78,0.1,1000,1.5,4200,0,0,119.9,8.3,0,2.2,0,,,0.207333333,5.169333333,17.688,8.521333333
8,1989,6,Madhya Pradesh,Balaghat,232.4,940.19,22.9,812.23,0.1,0,1.5,4466.67,0,0,118.1,7.8,0,2.5,0,,,0.433333333,6.432,17.80933333,8.504666667
8,1990,6,Madhya Pradesh,Balaghat,236.3,1257.3,23.8,953.78,0,0,1.45,3655.17,0,0,119.45,9.02,-1,2.72,0,6764,1337,0.307333333,8.985333333,15.81266667,7.046666667
8,1991,6,Madhya Pradesh,Balaghat,236.2,1009.31,18.8,622.34,0.1,1000,1.63,4110.43,0,0,116.45,6.6,0.02,2.25,0,9977,1346,0.094,6.749333333,17.27733333,8.554666667
8,1992,6,Madhya Pradesh,Balaghat,237.3,1110.83,19.1,706.81,0.1,1000,1.14,4122.81,0,0,119.65,7.01,0.01,2.01,0,9977,1346,0.076666667,6.823333333,17.96733333,9.138666667
8,1993,6,Madhya Pradesh,Balaghat,241.6,1240.48,22.6,862.83,0,0,1.32,4545.45,0,0,122.36,9.4,0.02,1.74,0,9806,1992,0.344666667,8.692,17.27733333,7.725333333
8,1994,6,Madhya Pradesh,Balaghat,243.7,936.81,26.7,928.84,0.1,1000,1.4,3571.43,0,0,123.83,12.17,0.08,1.74,0,9418,1525,0.250666667,10.76533333,17.11533333,7.282
8,1995,6,Madhya Pradesh,Balaghat,243.3,1216.19,25.2,876.98,0.1,1000,0.5,3800,0,0,124.25,10.83,0.07,1.96,0,9418,1525,0.928666667,7.249333333,16.43333333,8.252
8,1996,6,Madhya Pradesh,Balaghat,235.9,1039.85,15.6,916.67,0.1,1000,2,3550,0,0,120.24,8.11,0.01,1.99,0,9418,1525,0.485333333,5.488,17.168,8.454
8,1997,6,Madhya Pradesh,Balaghat,243.9,1056.58,13.1,496.18,0.1,2000,0.48,3750,0,0,123.71,5.68,0.08,1.77,0,11009,1503,1.091333333,7.176666667,15.14866667,7.959333333
8,1998,6,Madhya Pradesh,Balaghat,240.1,1246.98,19.1,738.22,0.1,1000,0.9,4111.11,0,0,118.25,6.79,0.1,1.72,0,-1,-1,0.986666667,5.556,15.304,7.649333333
8,1999,6,Madhya Pradesh,Balaghat,249.7,1334.8,18.5,1005.41,0.2,1000,1.3,4461.54,0,0,129.64,9.38,0.11,2.14,0,-1,-1,0.178,8.007333333,17.212,7.682
8,2000,6,Madhya Pradesh,Balaghat,246.6,849.15,14,700,0.1,2000,0.9,4111.11,0,0,124.91,6.5,0.1,1.77,0,11587,1140,0.122,5.482,18.71333333,8.926
8,2001,6,Madhya Pradesh,Balaghat,249.5,1435.67,16,912.5,0.1,1000,1,3900,0,0,128.68,8.62,0.1,1.74,0,7172,1791,0.164666667,8.136,17.324,7.372666667
8,2002,6,Madhya Pradesh,Balaghat,247.5,839.6,16.6,1060.24,0.3,666.67,0.8,4500,0,0,125,8.88,0.26,2.23,0,10955,1555,0.314666667,5.979333333,17.234,9.032666667
8,2003,6,Madhya Pradesh,Balaghat,252.1,1469.26,16.3,1067.48,0.2,1000,1.2,4000,0,0,128.23,9.35,0,1.61,0,13440,2701,0.618,9.485333333,15.68,7.222666667
8,2004,6,Madhya Pradesh,Balaghat,224.8,1096.49,11.34,696.65,0.09,1333.33,1.57,1923.57,0,0,109.61,5.81,0.03,1.51,0,13080,899,0.470666667,6.45,17.45533333,8.217333333
8,2005,6,Madhya Pradesh,Balaghat,248.7,1468.76,16.58,955.37,0.42,1023.81,1.65,2303.03,0,0,126.22,10.24,0.35,1.6,0,14532,3369,0.75,9.628666667,16.30866667,7.941333333
8,2006,6,Madhya Pradesh,Balaghat,248.65,1203.86,15.05,759.47,0.44,863.64,1.73,1618.5,0,0,127.29,8.98,0.4,1.69,0,14777,3212,0.48,6.812666667,16.62933333,8.123333333
8,2007,6,Madhya Pradesh,Balaghat,249.8,935.83,14.7,897.96,0.4,1000,1,4100,0,0,128.72,8.58,0.4,1.77,0,17343,3474,0.424666667,8.258,16.63666667,7.862
8,2008,6,Madhya Pradesh,Balaghat,249.8,726.86,15.1,814.57,0.5,1000,0.8,4875,0,0,130.81,9.36,0.49,1.65,0,19988,2952,0.245333333,7.258,16.82266667,7.584
8,2009,6,Madhya Pradesh,Balaghat,247.8,1364.81,14.7,1326.53,0.8,875,0.9,5111.11,0,0,130.82,8.8,0.78,1.61,0,20927,3752,0.616,6.922666667,16.23533333,8.985333333
8,2010,6,Madhya Pradesh,Balaghat,247.9,1423.96,15.1,1516.56,0.8,1375,0.7,5142.86,0,0,132.15,10.07,0.79,1.68,0,21529,4608,0.554666667,8.540666667,15.40466667,7.897333333
8,2011,6,Madhya Pradesh,Balaghat,246.7,1362.79,22.7,1312.78,0,0,1.5,3666.67,0,0,141.89,11.08,0.74,1.65,0,20829,9631,0.18,9.046666667,17.306,7.652
8,2012,6,Madhya Pradesh,Balaghat,260.77,1865.48,18.32,1294.76,0.7,1500,0.68,5029.41,0,0,145.87,12.75,0.68,1.6,0,17811,7453,0.464666667,9.284666667,16.842,7.851333333
8,2013,6,Madhya Pradesh,Balaghat,258.65,1678.25,17.52,1304.22,0.63,1063.49,0.91,5340.66,0,0,144.57,12.08,0.61,1.85,0,22115,6994,0.301333333,11.768,15.684,6.868
8,2014,6,Madhya Pradesh,Balaghat,245,1834,38,1473.68,0,0,1,5000,0,0,151.85,9.06,0.51,1.35,0,18218,8152,0.690666667,7.183333333,15.38133333,8.462666667
8,2015,6,Madhya Pradesh,Balaghat,266,1674.17,20,1350,0,0,1,3000,0,0,156.92,8.48,0.4,1.67,0,25635,7617,0.596666667,6.926,16.02333333,8.124
8,2016,6,Madhya Pradesh,Balaghat,272,2482.83,35,1828.57,0,0,0,0,0,0,159.27,10.21,0.39,1.77,0,20651,4314,0.282,6.878,16.76866667,7.757333333
8,2017,6,Madhya Pradesh,Balaghat,220.21,1795.92,55.56,2485.96,0.03,1000,3.7,515.14,0,0,150.87,10.84,0.34,2.36,0,24190,5372,0.085333333,6.264,17.118,8.137333333
9,1984,6,Madhya Pradesh,Chhindwara,27.3,714.29,82.7,1232.16,21.5,776.74,4.1,5731.71,9.2,228.26,0,34.9,0,7.5,0.8,,,0.444,5.0945,16.9885,8.994
9,1985,6,Madhya Pradesh,Chhindwara,27.1,892.99,85.7,1400.23,22.3,1013.45,3.6,6722.22,8.2,231.71,0,36,0,7.7,0.7,,,0.192,7.0415,16.65,8.379
9,1986,6,Madhya Pradesh,Chhindwara,28,571.43,67,1417.91,27,1259.26,4.1,9219.51,8.4,238.1,0,34.7,0,8.1,0.3,,,0.7465,6.564,15.7025,8.808
9,1987,6,Madhya Pradesh,Chhindwara,26,1076.92,80,1287.5,28,1464.29,6.3,8126.98,4,250,0,32.2,0.1,8.5,0.2,,,0.7875,5.995,15.9325,8.8225
9,1988,6,Madhya Pradesh,Chhindwara,27.5,738.18,78.6,1403.31,31.6,1170.89,5.1,8137.25,7.3,150.68,0,36,0.1,8.6,0.2,,,0.1145,6.607,17.0265,8.2055
9,1989,6,Madhya Pradesh,Chhindwara,26.9,773.23,65.1,1333.33,32.3,1538.7,4.1,6243.9,6.5,184.62,0,34.8,0.1,7.4,0.3,,,0.6775,4.789,17.4495,9.2595
9,1990,6,Madhya Pradesh,Chhindwara,20.8,995.19,81.2,1687.19,27.9,1301.08,3.3,6030.3,9.17,406.76,0.01,43.78,-1,6.48,0.23,6016,4999,0.175,8.4385,15.654,6.928
9,1991,6,Madhya Pradesh,Chhindwara,19.1,565.45,56.5,1035.4,25.9,926.64,3.26,5153.37,9.78,205.52,0.01,37.96,0.33,5.3,0.22,9529,5055,0.0645,5.8735,17.254,8.991
9,1992,6,Madhya Pradesh,Chhindwara,18.6,693.55,55.6,1634.89,24,1262.5,2.12,5377.36,9.95,255.28,0,41.19,0.25,4.14,0.2,9529,5055,0.1155,5.782,17.4265,9.224
9,1993,6,Madhya Pradesh,Chhindwara,19.4,902.06,77.6,1961.34,25.8,1441.86,2.02,5990.1,9.77,498.46,0,58.38,0.31,4.38,0.21,8756,5031,0.4015,8.255,16.594,8.008
9,1994,6,Madhya Pradesh,Chhindwara,20.1,965.17,91.4,2207.88,25.8,1259.69,2.4,6958.33,11.2,418.75,0,68.16,0.29,7.09,0.41,9708,6443,0.371,9.915,16.7595,7.477
9,1995,6,Madhya Pradesh,Chhindwara,19.6,566.33,85.7,1571.76,26.2,1786.26,4.7,6808.51,13.6,617.65,0,66.66,0.45,8.43,0.55,9708,6443,0.7905,6.5755,16.1425,8.3945
9,1996,6,Madhya Pradesh,Chhindwara,19,831.58,88.2,1792.52,27.1,1306.27,3.7,7081.08,14.5,267.59,0,66.62,0.47,8.92,0.76,9708,6443,0.3565,6.2945,16.7285,8.481
9,1997,6,Madhya Pradesh,Chhindwara,19.7,756.35,90.4,959.07,26.9,1185.87,5.22,6743.3,14.6,181.51,0,67.4,0.61,10.71,0.65,10675,8248,1.3665,6.5555,14.562,8.132
9,1998,6,Madhya Pradesh,Chhindwara,19.4,623.71,102.4,1712.89,31.2,1080.13,5.5,6727.27,15.7,264.33,0.72,77.79,0.75,13.9,0.92,-1,-1,0.832,6.2635,14.836,7.5515
9,1999,6,Madhya Pradesh,Chhindwara,25.4,830.71,104.2,2617.08,29.7,1138.05,8.4,6785.71,19.7,268.53,0,81.92,1.04,15.59,2.65,-1,-1,0.2385,7.546,16.5685,7.782
9,2000,6,Madhya Pradesh,Chhindwara,24.8,443.55,61.5,1510.57,27.2,1136.03,7.2,5055.56,24.8,252.82,0.01,51.44,0.47,12.9,1.84,13274,4332,0.094,5.4195,18.233,9.096
9,2001,6,Madhya Pradesh,Chhindwara,25.4,444.88,59.8,1419.73,24.3,991.77,5.7,4421.05,28.6,261.54,0,46.72,0.2,11.55,1.91,13706,4731,0.144,6.8485,17.0615,7.6925
9,2002,6,Madhya Pradesh,Chhindwara,25.4,433.07,71.4,1471.99,27.9,695.34,5.8,5775.86,29.9,239.8,0,56.56,0.08,11.87,0.84,12970,7892,0.2565,6.05,16.7985,9.049
9,2003,6,Madhya Pradesh,Chhindwara,24.3,868.31,84.2,2021.38,28.1,1548.04,6.1,6377.05,30.5,413.44,0,69.55,0.17,12.45,1.67,13441,10745,0.523,8.557,15.84,7.4725
9,2004,6,Madhya Pradesh,Chhindwara,22.68,671.08,84.26,1727.63,25.89,1626.11,12.56,2937.9,30.07,380.11,0,70.74,0.03,12.56,1.54,15018,7015,0.3795,5.449,17.204,8.8365
9,2005,6,Madhya Pradesh,Chhindwara,21.57,764.49,91.94,1517.95,25.86,1181.36,14.11,2693.83,32.03,436.15,0,77.38,0.04,14.11,2.29,14474,11581,0.6195,8.1985,16.217,8.1015
9,2006,6,Madhya Pradesh,Chhindwara,20.56,810.8,105.95,1877.96,24.81,1328.5,14.69,3536.42,31.1,505.14,0,91.33,0,14.69,1.93,18909,11410,0.6415,8.811,15.858,7.896
9,2007,6,Madhya Pradesh,Chhindwara,20.5,585.85,110.7,2018.07,26.1,1337.16,6.7,6716.42,28.6,527.97,0,98.07,0.07,12.6,1.56,19049,12942,0.288,6.8145,16.4545,8.195
9,2008,6,Madhya Pradesh,Chhindwara,19.3,495.85,82.8,2115.94,25.6,1281.25,5.9,6491.53,28.1,569.4,0,77.68,0.08,10.54,1.41,20298,9704,0.128,6.2865,16.361,7.5815
9,2009,6,Madhya Pradesh,Chhindwara,18.8,755.32,111.1,3827.18,23.5,1378.72,4.7,6574.47,27.5,974.18,0,97.48,0.04,10.82,1.52,27142,17324,0.743,6.7315,15.561,8.7485
9,2010,6,Madhya Pradesh,Chhindwara,18.3,1650.27,114.5,3396.51,19.9,1668.34,4.7,6851.06,28.34,1595.94,0,100.79,0.04,11.8,1.64,28465,19733,0.631,8.1955,14.824,7.848
9,2011,6,Madhya Pradesh,Chhindwara,20.2,2128.71,122.1,2283.7,24.1,2726.14,6.1,6770.49,27.68,1153.65,0,113.59,0.16,11.89,1.74,32750,17619,0.0935,7.6935,17.0445,7.7355
9,2012,6,Madhya Pradesh,Chhindwara,13.94,2752.51,138.57,3166.2,17.66,1699.32,5.72,6788.46,33.77,195.44,0,126.4,0.34,12.44,1.43,27601,24772,0.147,8.1795,16.688,7.735
9,2013,6,Madhya Pradesh,Chhindwara,13.81,2031.14,146.14,2275.35,17.48,2485.13,4.53,6927.15,34.09,201.82,0,133.24,0.41,12.88,1.66,35256,21517,0.3535,10.666,15.61,6.9845
9,2014,6,Madhya Pradesh,Chhindwara,20,2400,155,2935.48,18,1666.67,6,5833.33,15,120,0.04,138.73,0.47,13.23,2.75,32305,25226,0.656,5.8565,15.35,8.7085
9,2015,6,Madhya Pradesh,Chhindwara,31,1741.94,165,3854.55,25,1840,4,4750,44,40.91,0.04,138.73,0.47,12.51,2.75,40777,28428,0.687,7.5695,15.7115,8.0065
9,2016,6,Madhya Pradesh,Chhindwara,35,1523.71,179,3229.05,27,1851.85,0,0,45,192,0.15,136.87,0.52,7.94,3.71,59346,26050,0.1995,7.8265,16.676,7.7435
9,2017,6,Madhya Pradesh,Chhindwara,34.01,1236.7,181,3420.99,16.44,1510.34,11,400,47.6,201.78,0.21,167.17,0.28,7.14,4.64,56837,27307,0.076,6.0195,16.5505,8.3145
10,1984,6,Madhya Pradesh,Narsinghpur,16,962.5,41,1668.29,0,0,1.9,2631.58,0,0,0,21.6,0,2.7,0,,,,,,
10,1985,6,Madhya Pradesh,Narsinghpur,15.9,1496.86,39.4,1604.06,0,0,1.1,2636.36,0,0,0,22,0,2.9,0,,,,,,
10,1986,6,Madhya Pradesh,Narsinghpur,15,1266.67,38,1657.89,0.1,0,1.6,3437.5,0,0,0,26.7,0,3.8,0,,,,,,
10,1987,6,Madhya Pradesh,Narsinghpur,15,1200,43,1651.16,0,0,3.8,3394.74,0,0,0,28.8,0,4.7,0,,,,,,
10,1988,6,Madhya Pradesh,Narsinghpur,15.8,1006.33,45.3,1836.64,0.1,1000,4.7,3489.36,0,0,0,31.1,0,4.7,0,,,,,,
10,1989,6,Madhya Pradesh,Narsinghpur,13.4,828.36,46.2,1735.93,0.1,1000,4.4,3477.27,0,0,0,35.4,0,4.5,0,,,,,,
10,1990,6,Madhya Pradesh,Narsinghpur,11.4,1114.04,52.1,2166.99,0,0,2.76,3478.26,0,0,0,39.71,-1,4.69,0,3038,11996,,,,
10,1991,6,Madhya Pradesh,Narsinghpur,11,1172.73,54,2490.74,0,0,3.01,4584.72,0,0,0,43.88,0,5.19,0,2626,12016,,,,
10,1992,6,Madhya Pradesh,Narsinghpur,10.6,1037.74,56.9,2567.66,0,0,3.13,4153.35,0,0,0,49.31,0,5.15,0,2626,12016,,,,
10,1993,6,Madhya Pradesh,Narsinghpur,10,1100,62,2606.45,0,0,2.93,4334.47,0,0,0,54.91,0,5.19,0,3767,7247,,,,
10,1994,6,Madhya Pradesh,Narsinghpur,9.1,1043.96,62.5,2908.8,0,0,6,4333.33,0,0,0,56.67,0,8.64,0,4906,9136,,,,
10,1995,6,Madhya Pradesh,Narsinghpur,9,800,60.4,2657.28,0,0,6.9,4463.77,0,0,0,56.52,0,9.41,0,4906,9136,,,,
10,1996,6,Madhya Pradesh,Narsinghpur,9.4,1085.11,59.6,2966.44,0,0,7.1,4492.96,0,0,0,62.63,0,8.31,0,4906,9136,,,,
10,1997,6,Madhya Pradesh,Narsinghpur,8.2,1097.56,88.4,1360.86,0,0,5.34,4456.93,0,0,0,82.98,0,7.67,0,4668,9625,,,,
10,1998,6,Madhya Pradesh,Narsinghpur,6.6,1166.67,90.4,1806.42,0,0,6.3,4666.67,0,0,0,78.22,0,8.01,0,-1,-1,,,,
10,1999,6,Madhya Pradesh,Narsinghpur,9.4,1276.6,81.5,3182.82,0.1,1000,5.8,4241.38,0,0,0,78.47,0.04,10.1,0,-1,-1,,,,
10,2000,6,Madhya Pradesh,Narsinghpur,10.8,842.59,77.3,3270.38,0.1,1000,7,4771.43,0,0,0,75.25,0,12.33,0,4654,9340,,,,
10,2001,6,Madhya Pradesh,Narsinghpur,13.2,1166.67,67.7,3196.46,0.1,2000,8,4762.5,0,0,0.03,66.35,0,12.35,0,4242,10645,,,,
10,2002,6,Madhya Pradesh,Narsinghpur,13,700,62.5,2729.6,0.2,1000,8.2,4670.73,0,0,0.06,61.22,0.02,12.54,0,3993,10827,,,,
10,2003,6,Madhya Pradesh,Narsinghpur,13.3,1172.93,60.5,3003.31,0.1,1000,8.2,4695.12,0,0,0.02,60.05,0,13.54,0,2939,10379,,,,
10,2004,6,Madhya Pradesh,Narsinghpur,14.03,1065.57,59.19,2854.2,0.06,1833.33,18.8,2701.06,0,0,0.02,58.37,0,18.8,0,3844,11347,,,,
10,2005,6,Madhya Pradesh,Narsinghpur,13.05,1067.43,54.52,2965.15,0.09,2333.33,25.63,3332.03,0,0,0.06,53.73,0,25.63,0,4093,11938,,,,
10,2006,6,Madhya Pradesh,Narsinghpur,13.61,1071.27,53.07,2862.82,0.05,2200,31.96,3602.63,0,0,1.44,52.55,0,31.96,0,6206,14486,,,,
10,2007,6,Madhya Pradesh,Narsinghpur,12.9,649.61,55,2863.64,0.1,2000,31.6,4892.41,0,0,0.94,54.3,0,32.33,0,5398,10979,,,,
10,2008,6,Madhya Pradesh,Narsinghpur,13.1,614.5,62.3,3044.94,0.1,2000,18.7,4994.65,0,0,0.14,61.1,0.01,23.97,0,5873,14783,,,,
10,2009,6,Madhya Pradesh,Narsinghpur,13.4,1111.94,65.1,2602.15,0.1,2000,16,4387.5,0,0,1.91,64.07,0,22.09,0,6369,16713,,,,
10,2010,6,Madhya Pradesh,Narsinghpur,12.5,1560,68.8,3297.96,0.1,2000,15.2,4401.32,0,0,3.64,68.3,0,22.92,0,7912,17328,,,,
10,2011,6,Madhya Pradesh,Narsinghpur,12,1791.67,63.6,3981.13,0.1,2000,25.6,4062.5,0,0,4.44,76.92,0,33.43,0,9700,19202,,,,
10,2012,6,Madhya Pradesh,Narsinghpur,12.91,1333.08,82,2936.83,0.11,3727.27,19.08,6097.48,0,0,4.72,81.75,0,29.04,0,11592,20936,,,,
10,2013,6,Madhya Pradesh,Narsinghpur,18.36,1361.11,93.17,2125.36,0.1,1900,24.26,4969.5,0,0,10.02,92.03,0,40.96,0,7491,16188,,,,
10,2014,6,Madhya Pradesh,Narsinghpur,18,1407.22,94,3244.68,0,0,40,5525,0,0,16.73,104.05,0,55.37,0,9797,18348,,,,
10,2015,6,Madhya Pradesh,Narsinghpur,34,2627.35,95,4084.21,0,0,51,5490.2,0,0,27.38,104.43,0,63.28,0,12386,23967,,,,
10,2016,6,Madhya Pradesh,Narsinghpur,55,2812,100,4040,0,0,55,7305.45,0,0,28.54,101.35,0,58.06,0,10035,20465,,,,
10,2017,6,Madhya Pradesh,Narsinghpur,39.1,4636.83,92,3485.98,0.02,2000,51.1,588.49,0,0,27.63,95.13,0,58.68,0,11482,22615,,,,
11,1984,6,Madhya Pradesh,Seoni / Shivani,96.6,649.07,81.3,482.16,3.6,666.67,0.6,3000,0,0,20.2,6.6,0,0.8,0,,,,,,
11,1985,6,Madhya Pradesh,Seoni / Shivani,97.6,1478.48,83.9,544.7,3.9,846.15,0.5,3000,0,0,20.5,8.4,0,0.7,0,,,,,,
11,1986,6,Madhya Pradesh,Seoni / Shivani,98,959.18,76,592.11,4,750,0.5,2800,0,0,21.8,7.2,0,0.7,0,,,,,,
11,1987,6,Madhya Pradesh,Seoni / Shivani,75,773.33,80,550,3,1666.67,0.5,2600,0,0,12.6,8.3,0,0.8,0,,,,,,
11,1988,6,Madhya Pradesh,Seoni / Shivani,99,1305.05,80.9,509.27,4,975,0.4,3500,0,0,19.9,11.6,0,0.8,0,,,,,,
11,1989,6,Madhya Pradesh,Seoni / Shivani,97.3,1105.86,83.1,614.92,4.7,1042.55,0.4,3000,0,0,20.6,14.3,0,0.7,0,,,,,,
11,1990,6,Madhya Pradesh,Seoni / Shivani,95.8,1423.8,88.1,667.42,3.8,947.37,0.39,3076.92,0,0,19.4,18.55,-1,0.73,0,1924,1154,,,,
11,1991,6,Madhya Pradesh,Seoni / Shivani,95.5,619.9,50.9,571.71,2.9,620.69,0.47,3191.49,0,0,17.21,16.21,0,0.72,0,3329,1162,,,,
11,1992,6,Madhya Pradesh,Seoni / Shivani,96.8,1005.17,58.9,658.74,2.2,1227.27,0.23,3478.26,0,0,21.19,25.06,0,0.57,0,3329,1162,,,,
