YEAR,LAT,LON,Temp_Raviavg,Temp_Kharifavg
1986,10,83.75,0.546,0.782
1986,10,84.375,0.536,0.724
1986,10,85,0.558,0.676
1986,10,85.625,0.566,0.622
1986,10,86.25,0.572,0.612
1986,10,86.875,0.58,0.616
1986,10,87.5,0.592,0.574
1986,10.5,78.125,12.31,10.438
1986,10.5,78.75,11.49,10.236
1986,10.5,79.375,7.902,7.97
1986,10.5,80,2.688,3.766
1986,10.5,80.625,0.608,1.346
1986,10.5,81.25,0.586,1.12
1986,10.5,81.875,0.59,1.036
1986,10.5,82.5,0.594,0.95
1986,10.5,83.125,0.566,0.832
1986,10.5,83.75,0.548,0.73
1986,10.5,84.375,0.546,0.698
1986,10.5,85,0.576,0.676
1986,10.5,85.625,0.578,0.642
1986,10.5,86.25,0.584,0.612
1986,10.5,86.875,0.592,0.624
1986,10.5,87.5,0.592,0.608
1986,11,78.125,12.89,10.59
1986,11,78.75,12.07,10.382
1986,11,79.375,9.282,9.32
1986,11,80,3.48,4.83
1986,11,80.625,0.584,1.422
1986,11,81.25,0.582,1.028
1986,11,81.875,0.596,0.89
1986,11,82.5,0.586,0.826
1986,11,83.125,0.568,0.75
1986,11,83.75,0.556,0.676
1986,11,84.375,0.562,0.654
1986,11,85,0.576,0.648
1986,11,85.625,0.584,0.65
1986,11,86.25,0.592,0.636
1986,11,86.875,0.606,0.648
1986,11,87.5,0.614,0.62
1986,11.5,78.125,13.03,10.646
1986,11.5,78.75,12.054,10.264
1986,11.5,79.375,9.25,9.374
1986,11.5,80,3.212,4.632
1986,11.5,80.625,0.562,1.44
1986,11.5,81.25,0.546,1.024
1986,11.5,81.875,0.566,0.852
1986,11.5,82.5,0.568,0.774
1986,11.5,83.125,0.562,0.7
1986,11.5,83.75,0.554,0.642
1986,11.5,84.375,0.554,0.624
1986,11.5,85,0.564,0.624
1986,11.5,85.625,0.582,0.63
1986,11.5,86.25,0.59,0.634
1986,11.5,86.875,0.612,0.646
1986,11.5,87.5,0.622,0.61
1986,12,78.125,12.772,10.132
1986,12,78.75,12.006,9.906
1986,12,79.375,9.786,9.406
1986,12,80,3.782,4.946
1986,12,80.625,0.57,1.47
1986,12,81.25,0.514,1.014
1986,12,81.875,0.536,0.85
1986,12,82.5,0.548,0.778
1986,12,83.125,0.552,0.696
1986,12,83.75,0.558,0.64
1986,12,84.375,0.558,0.62
1986,12,85,0.56,0.626
1986,12,85.625,0.584,0.618
1986,12,86.25,0.594,0.622
1986,12,86.875,0.6,0.624
1986,12,87.5,0.618,0.596
1986,12.5,78.125,12.742,9.836
1986,12.5,78.75,12.21,9.834
1986,12.5,79.375,10.736,9.85
1986,12.5,80,5.58,6.488
1986,12.5,80.625,0.89,1.95
1986,12.5,81.25,0.528,1.016
1986,12.5,81.875,0.538,0.846
1986,12.5,82.5,0.544,0.782
1986,12.5,83.125,0.55,0.716
1986,12.5,83.75,0.552,0.67
1986,12.5,84.375,0.564,0.636
1986,12.5,85,0.562,0.628
1986,12.5,85.625,0.58,0.622
1986,12.5,86.25,0.598,0.624
1986,12.5,86.875,0.606,0.624
1986,12.5,87.5,0.608,0.582
1986,13,78.125,12.902,9.688
1986,13,78.75,12.35,9.806
1986,13,79.375,11.108,10.066
1986,13,80,6.796,7.588
1986,13,80.625,1.53,2.676
1986,13,81.25,0.544,1.064
1986,13,81.875,0.558,0.854
1986,13,82.5,0.566,0.782
1986,13,83.125,0.572,0.712
1986,13,83.75,0.582,0.692
1986,13,84.375,0.586,0.668
1986,13,85,0.578,0.65
1986,13,85.625,0.582,0.634
1986,13,86.25,0.6,0.628
1986,13,86.875,0.608,0.63
1986,13,87.5,0.618,0.588
1986,13.5,78.125,13.282,9.732
1986,13.5,78.75,12.654,9.674
1986,13.5,79.375,11.214,10.108
1986,13.5,80,6.746,7.626
1986,13.5,80.625,1.536,2.688
1986,13.5,81.25,0.532,1.106
1986,13.5,81.875,0.55,0.862
1986,13.5,82.5,0.574,0.8
1986,13.5,83.125,0.58,0.758
1986,13.5,83.75,0.592,0.714
1986,13.5,84.375,0.588,0.68
1986,13.5,85,0.584,0.658
1986,13.5,85.625,0.578,0.642
1986,13.5,86.25,0.586,0.614
1986,13.5,86.875,0.612,0.61
1986,13.5,87.5,0.64,0.584
1986,14,78.125,13.606,9.834
1986,14,78.75,13.458,9.862
1986,14,79.375,11.482,10.102
1986,14,80,6.522,7.27
1986,14,80.625,1.288,2.432
1986,14,81.25,0.55,1.158
1986,14,81.875,0.548,0.894
1986,14,82.5,0.578,0.822
1986,14,83.125,0.566,0.764
1986,14,83.75,0.574,0.734
1986,14,84.375,0.566,0.696
1986,14,85,0.582,0.674
1986,14,85.625,0.59,0.63
1986,14,86.25,0.584,0.586
1986,14,86.875,0.608,0.586
1986,14,87.5,0.64,0.578
1986,14.5,78.125,14.418,10.286
1986,14.5,78.75,13.704,10.246
1986,14.5,79.375,11.596,9.944
1986,14.5,80,6.454,6.956
1986,14.5,80.625,1.21,2.418
1986,14.5,81.25,0.538,1.214
1986,14.5,81.875,0.556,0.938
1986,14.5,82.5,0.572,0.826
1986,14.5,83.125,0.56,0.744
1986,14.5,83.75,0.558,0.706
1986,14.5,84.375,0.56,0.67
1986,14.5,85,0.578,0.652
1986,14.5,85.625,0.594,0.622
1986,14.5,86.25,0.584,0.592
1986,14.5,86.875,0.606,0.588
1986,14.5,87.5,0.626,0.574
1986,15,78.125,14.728,10.352
1986,15,78.75,14.064,10.174
1986,15,79.375,12.094,9.832
1986,15,80,6.292,6.486
1986,15,80.625,0.836,2.122
1986,15,81.25,0.522,1.232
1986,15,81.875,0.532,0.966
1986,15,82.5,0.564,0.836
1986,15,83.125,0.566,0.752
1986,15,83.75,0.562,0.712
1986,15,84.375,0.554,0.668
1986,15,85,0.57,0.642
1986,15,85.625,0.58,0.62
1986,15,86.25,0.592,0.6
1986,15,86.875,0.612,0.598
1986,15,87.5,0.62,0.578
1986,15.5,78.125,14.828,10.236
1986,15.5,78.75,14.252,10.046
1986,15.5,79.375,12.842,9.86
1986,15.5,80,8.064,7.406
1986,15.5,80.625,2.084,3.12
1986,15.5,81.25,0.566,1.422
1986,15.5,81.875,0.538,1.014
1986,15.5,82.5,0.546,0.862
1986,15.5,83.125,0.554,0.734
1986,15.5,83.75,0.546,0.69
1986,15.5,84.375,0.548,0.656
1986,15.5,85,0.542,0.638
1986,15.5,85.625,0.556,0.62
1986,15.5,86.25,0.582,0.61
1986,15.5,86.875,0.62,0.606
1986,15.5,87.5,0.624,0.602
1986,16,78.125,15.036,10.044
1986,16,78.75,14.214,9.606
1986,16,79.375,13.536,9.7
1986,16,80,12.158,9.222
1986,16,80.625,9.318,7.538
1986,16,81.25,3.51,3.53
1986,16,81.875,0.778,1.336
1986,16,82.5,0.552,0.914
1986,16,83.125,0.552,0.766
1986,16,83.75,0.55,0.7
1986,16,84.375,0.54,0.662
1986,16,85,0.544,0.64
1986,16,85.625,0.552,0.628
1986,16,86.25,0.574,0.618
1986,16,86.875,0.61,0.594
1986,16,87.5,0.62,0.574
1986,6,78.125,0.688,0.512
1986,6,78.75,0.778,0.492
1986,6,79.375,0.892,0.48
1986,6,80,2.486,1.504
1986,6,80.625,4.336,3.41
1986,6,81.25,2.706,2.892
1986,6,81.875,0.846,0.974
1986,6,82.5,0.68,0.496
1986,6,83.125,0.71,0.438
1986,6,83.75,0.676,0.422
1986,6,84.375,0.672,0.434
1986,6,85,0.676,0.438
1986,6,85.625,0.634,0.452
1986,6,86.25,0.646,0.454
1986,6,86.875,0.67,0.464
1986,6,87.5,0.66,0.47
1986,6.5,78.125,0.738,0.478
1986,6.5,78.75,0.918,0.456
1986,6.5,79.375,1.18,0.504
1986,6.5,80,5.148,3.21
1986,6.5,80.625,8.886,7.034
1986,6.5,81.25,6.412,7.81
1986,6.5,81.875,1.87,3.156
1986,6.5,82.5,0.694,0.836
1986,6.5,83.125,0.678,0.522
1986,6.5,83.75,0.666,0.42
1986,6.5,84.375,0.68,0.414
1986,6.5,85,0.69,0.432
1986,6.5,85.625,0.676,0.462
1986,6.5,86.25,0.664,0.464
1986,6.5,86.875,0.672,0.464
1986,6.5,87.5,0.668,0.464
1986,7,78.125,0.754,0.45
1986,7,78.75,0.988,0.438
1986,7,79.375,1.646,0.728
1986,7,80,6.002,3.838
1986,7,80.625,8.248,6.12
1986,7,81.25,7.364,10.128
1986,7,81.875,3.096,6.018
1986,7,82.5,0.71,1.45
1986,7,83.125,0.688,0.686
1986,7,83.75,0.694,0.478
1986,7,84.375,0.704,0.422
1986,7,85,0.702,0.434
1986,7,85.625,0.676,0.466
1986,7,86.25,0.69,0.482
1986,7,86.875,0.702,0.472
1986,7,87.5,0.696,0.464
1986,7.5,78.125,0.808,0.452
1986,7.5,78.75,1.006,0.444
1986,7.5,79.375,2.03,0.878
1986,7.5,80,6.17,4.366
1986,7.5,80.625,8.082,7.42
1986,7.5,81.25,6.912,9.976
1986,7.5,81.875,2.368,5.56
1986,7.5,82.5,0.73,1.704
1986,7.5,83.125,0.684,0.898
1986,7.5,83.75,0.67,0.62
1986,7.5,84.375,0.67,0.494
1986,7.5,85,0.676,0.458
1986,7.5,85.625,0.654,0.476
1986,7.5,86.25,0.66,0.496
1986,7.5,86.875,0.684,0.502
1986,7.5,87.5,0.684,0.484
1986,8,78.125,0.98,1.02
1986,8,78.75,1.012,0.558
1986,8,79.375,2.216,1.06
1986,8,80,6.516,5.048
1986,8,80.625,7.956,8.39
1986,8,81.25,5.616,8.398
1986,8,81.875,1.042,3.446
1986,8,82.5,0.724,1.754
1986,8,83.125,0.666,1.046
1986,8,83.75,0.636,0.752
1986,8,84.375,0.628,0.602
1986,8,85,0.646,0.52
1986,8,85.625,0.646,0.506
1986,8,86.25,0.646,0.51
1986,8,86.875,0.65,0.512
1986,8,87.5,0.646,0.494
1986,8.5,78.125,5.392,5.382
1986,8.5,78.75,1.04,1.354
1986,8.5,79.375,1.668,0.792
1986,8.5,80,5.83,4.514
1986,8.5,80.625,7.89,9.058
1986,8.5,81.25,3.414,6.254
1986,8.5,81.875,0.788,2.804
1986,8.5,82.5,0.674,1.702
1986,8.5,83.125,0.634,1.094
1986,8.5,83.75,0.608,0.78
1986,8.5,84.375,0.596,0.646
1986,8.5,85,0.614,0.578
1986,8.5,85.625,0.62,0.556
1986,8.5,86.25,0.612,0.548
1986,8.5,86.875,0.636,0.518
1986,8.5,87.5,0.632,0.496
1986,9,78.125,9.422,8.422
1986,9,78.75,3.314,3.988
1986,9,79.375,1.608,1.68
1986,9,80,4.814,4.006
1986,9,80.625,6.058,7.342
1986,9,81.25,1.772,4.144
1986,9,81.875,0.664,2.206
1986,9,82.5,0.626,1.546
1986,9,83.125,0.606,1.092
1986,9,83.75,0.588,0.84
1986,9,84.375,0.566,0.694
1986,9,85,0.592,0.622
1986,9,85.625,0.606,0.6
1986,9,86.25,0.61,0.584
1986,9,86.875,0.634,0.558
1986,9,87.5,0.604,0.526
1986,9.5,78.125,11.462,10.312
1986,9.5,78.75,7.318,7.674
1986,9.5,79.375,1.91,2.712
1986,9.5,80,2.844,2.816
1986,9.5,80.625,2.73,3.802
1986,9.5,81.25,0.836,2.304
1986,9.5,81.875,0.642,1.7
1986,9.5,82.5,0.63,1.324
1986,9.5,83.125,0.59,1.01
1986,9.5,83.75,0.564,0.836
1986,9.5,84.375,0.552,0.724
1986,9.5,85,0.574,0.644
1986,9.5,85.625,0.588,0.62
1986,9.5,86.25,0.598,0.61
1986,9.5,86.875,0.608,0.584
1986,9.5,87.5,0.62,0.562
1987,10,78.125,12.416,9.898
1987,10,78.75,10.734,8.968
1987,10,79.375,5.114,4.692
1987,10,80,1.918,2.06
1987,10,80.625,0.872,1.516
1987,10,81.25,0.622,1.346
1987,10,81.875,0.63,1.184
1987,10,82.5,0.62,0.98
1987,10,83.125,0.59,0.8
1987,10,83.75,0.6,0.71
1987,10,84.375,0.604,0.658
1987,10,85,0.618,0.606
1987,10,85.625,0.622,0.562
1987,10,86.25,0.62,0.548
1987,10,86.875,0.602,0.568
1987,10,87.5,0.61,0.554
1987,10.5,78.125,12.94,9.928
1987,10.5,78.75,12.332,9.724
1987,10.5,79.375,8.662,7.444
1987,10.5,80,2.964,3.322
1987,10.5,80.625,0.61,1.156
1987,10.5,81.25,0.586,1.048
1987,10.5,81.875,0.592,0.978
1987,10.5,82.5,0.602,0.868
1987,10.5,83.125,0.584,0.718
1987,10.5,83.75,0.588,0.652
1987,10.5,84.375,0.604,0.626
1987,10.5,85,0.604,0.592
1987,10.5,85.625,0.59,0.542
1987,10.5,86.25,0.586,0.536
1987,10.5,86.875,0.6,0.554
1987,10.5,87.5,0.612,0.548
1987,11,78.125,13.548,10.156
1987,11,78.75,12.984,9.932
1987,11,79.375,10.186,8.826
1987,11,80,3.886,4.404
1987,11,80.625,0.602,1.18
1987,11,81.25,0.568,0.922
1987,11,81.875,0.586,0.848
1987,11,82.5,0.596,0.768
1987,11,83.125,0.59,0.642
1987,11,83.75,0.59,0.612
1987,11,84.375,0.594,0.6
1987,11,85,0.578,0.59
1987,11,85.625,0.562,0.55
1987,11,86.25,0.584,0.536
1987,11,86.875,0.606,0.564
1987,11,87.5,0.612,0.56
1987,11.5,78.125,13.786,10.374
1987,11.5,78.75,13.054,9.936
1987,11.5,79.375,10.274,8.986
1987,11.5,80,3.76,4.324
1987,11.5,80.625,0.612,1.19
1987,11.5,81.25,0.578,0.882
1987,11.5,81.875,0.602,0.784
1987,11.5,82.5,0.602,0.698
1987,11.5,83.125,0.61,0.614
1987,11.5,83.75,0.594,0.6
1987,11.5,84.375,0.588,0.594
1987,11.5,85,0.562,0.586
1987,11.5,85.625,0.56,0.556
1987,11.5,86.25,0.57,0.526
1987,11.5,86.875,0.584,0.554
1987,11.5,87.5,0.612,0.572
1987,12,78.125,13.682,10.094
1987,12,78.75,13.124,9.784
1987,12,79.375,11.012,9.134
1987,12,80,4.54,4.702
1987,12,80.625,0.672,1.262
1987,12,81.25,0.598,0.894
1987,12,81.875,0.598,0.782
1987,12,82.5,0.61,0.688
1987,12,83.125,0.616,0.622
1987,12,83.75,0.598,0.614
1987,12,84.375,0.582,0.598
1987,12,85,0.564,0.586
1987,12,85.625,0.572,0.566
1987,12,86.25,0.572,0.544
1987,12,86.875,0.586,0.55
1987,12,87.5,0.618,0.56
1987,12.5,78.125,13.634,9.762
1987,12.5,78.75,13.338,9.734
1987,12.5,79.375,12.12,9.62
1987,12.5,80,6.56,6.19
1987,12.5,80.625,1.042,1.716
1987,12.5,81.25,0.626,0.93
1987,12.5,81.875,0.612,0.8
1987,12.5,82.5,0.62,0.73
1987,12.5,83.125,0.608,0.666
1987,12.5,83.75,0.598,0.64
1987,12.5,84.375,0.594,0.61
1987,12.5,85,0.586,0.59
1987,12.5,85.625,0.6,0.58
1987,12.5,86.25,0.608,0.572
1987,12.5,86.875,0.626,0.568
1987,12.5,87.5,0.616,0.56
1987,13,78.125,13.618,9.41
1987,13,78.75,13.318,9.53
1987,13,79.375,12.344,9.716
1987,13,80,7.776,7.218
1987,13,80.625,1.732,2.424
1987,13,81.25,0.644,1.01
1987,13,81.875,0.636,0.838
1987,13,82.5,0.642,0.764
1987,13,83.125,0.62,0.7
1987,13,83.75,0.616,0.66
1987,13,84.375,0.61,0.638
1987,13,85,0.61,0.602
1987,13,85.625,0.622,0.598
1987,13,86.25,0.628,0.59
1987,13,86.875,0.644,0.582
1987,13,87.5,0.628,0.566
1987,13.5,78.125,13.758,9.366
1987,13.5,78.75,13.264,9.316
1987,13.5,79.375,12.278,9.652
1987,13.5,80,7.648,7.236
1987,13.5,80.625,1.688,2.524
1987,13.5,81.25,0.65,1.098
1987,13.5,81.875,0.636,0.896
1987,13.5,82.5,0.646,0.81
1987,13.5,83.125,0.632,0.724
1987,13.5,83.75,0.64,0.676
1987,13.5,84.375,0.638,0.638
1987,13.5,85,0.632,0.606
1987,13.5,85.625,0.644,0.59
1987,13.5,86.25,0.64,0.592
1987,13.5,86.875,0.642,0.584
1987,13.5,87.5,0.626,0.56
1987,14,78.125,13.654,9.434
1987,14,78.75,13.67,9.452
1987,14,79.375,12.444,9.55
1987,14,80,7.298,6.956
1987,14,80.625,1.378,2.424
1987,14,81.25,0.64,1.178
1987,14,81.875,0.634,0.938
1987,14,82.5,0.672,0.84
1987,14,83.125,0.654,0.762
1987,14,83.75,0.644,0.7
1987,14,84.375,0.636,0.654
1987,14,85,0.656,0.614
1987,14,85.625,0.66,0.598
1987,14,86.25,0.66,0.588
1987,14,86.875,0.662,0.568
1987,14,87.5,0.632,0.54
1987,14.5,78.125,14.338,9.902
1987,14.5,78.75,13.862,9.872
1987,14.5,79.375,12.476,9.512
1987,14.5,80,7.096,6.57
1987,14.5,80.625,1.276,2.388
1987,14.5,81.25,0.61,1.236
1987,14.5,81.875,0.618,0.96
1987,14.5,82.5,0.65,0.86
1987,14.5,83.125,0.636,0.788
1987,14.5,83.75,0.636,0.728
1987,14.5,84.375,0.636,0.688
1987,14.5,85,0.65,0.64
1987,14.5,85.625,0.652,0.602
1987,14.5,86.25,0.672,0.574
1987,14.5,86.875,0.684,0.558
1987,14.5,87.5,0.658,0.55
1987,15,78.125,14.654,9.872
1987,15,78.75,14.018,9.724
1987,15,79.375,12.464,9.34
1987,15,80,6.572,6.134
1987,15,80.625,0.91,2.104
1987,15,81.25,0.604,1.248
1987,15,81.875,0.608,0.958
1987,15,82.5,0.63,0.846
1987,15,83.125,0.63,0.784
1987,15,83.75,0.616,0.718
1987,15,84.375,0.632,0.666
1987,15,85,0.652,0.616
1987,15,85.625,0.666,0.598
1987,15,86.25,0.67,0.57
1987,15,86.875,0.7,0.57
1987,15,87.5,0.678,0.572
1987,15.5,78.125,14.626,9.87
1987,15.5,78.75,14.052,9.648
1987,15.5,79.375,12.724,9.246
1987,15.5,80,8.118,6.87
1987,15.5,80.625,2.216,2.944
1987,15.5,81.25,0.67,1.364
1987,15.5,81.875,0.608,0.958
1987,15.5,82.5,0.616,0.812
1987,15.5,83.125,0.6,0.746
1987,15.5,83.75,0.586,0.676
1987,15.5,84.375,0.606,0.636
1987,15.5,85,0.634,0.604
1987,15.5,85.625,0.644,0.594
1987,15.5,86.25,0.656,0.572
1987,15.5,86.875,0.68,0.574
1987,15.5,87.5,0.704,0.58
1987,16,78.125,14.762,9.862
1987,16,78.75,13.91,9.226
1987,16,79.375,13.044,8.974
1987,16,80,11.666,8.342
1987,16,80.625,9.156,6.776
1987,16,81.25,3.56,3.258
1987,16,81.875,0.832,1.22
1987,16,82.5,0.598,0.848
1987,16,83.125,0.592,0.724
1987,16,83.75,0.574,0.642
1987,16,84.375,0.592,0.604
1987,16,85,0.622,0.588
1987,16,85.625,0.626,0.572
1987,16,86.25,0.636,0.556
1987,16,86.875,0.686,0.542
1987,16,87.5,0.72,0.556
1987,6,78.125,0.684,0.62
1987,6,78.75,0.752,0.616
1987,6,79.375,0.794,0.612
1987,6,80,2.624,1.526
1987,6,80.625,4.694,3.28
1987,6,81.25,3.084,2.696
1987,6,81.875,0.984,0.896
1987,6,82.5,0.668,0.55
1987,6,83.125,0.66,0.49
1987,6,83.75,0.624,0.478
1987,6,84.375,0.622,0.474
1987,6,85,0.642,0.488
1987,6,85.625,0.664,0.49
1987,6,86.25,0.672,0.492
1987,6,86.875,0.672,0.516
1987,6,87.5,0.648,0.542
1987,6.5,78.125,0.76,0.608
1987,6.5,78.75,0.878,0.588
1987,6.5,79.375,1.044,0.61
1987,6.5,80,5.476,3.236
1987,6.5,80.625,9.658,7.068
1987,6.5,81.25,7.408,7.504
1987,6.5,81.875,2.218,2.782
1987,6.5,82.5,0.7,0.742
1987,6.5,83.125,0.656,0.534
1987,6.5,83.75,0.638,0.486
1987,6.5,84.375,0.618,0.48
1987,6.5,85,0.63,0.488
1987,6.5,85.625,0.646,0.492
1987,6.5,86.25,0.654,0.486
1987,6.5,86.875,0.67,0.524
1987,6.5,87.5,0.656,0.534
1987,7,78.125,0.858,0.592
1987,7,78.75,1.048,0.558
1987,7,79.375,1.606,0.744
1987,7,80,6.586,3.864
1987,7,80.625,9.094,6.684
1987,7,81.25,8.594,9.906
1987,7,81.875,3.642,5.404
1987,7,82.5,0.718,1.156
1987,7,83.125,0.668,0.62
1987,7,83.75,0.642,0.5
1987,7,84.375,0.62,0.47
1987,7,85,0.622,0.478
1987,7,85.625,0.632,0.486
1987,7,86.25,0.648,0.496
1987,7,86.875,0.664,0.526
1987,7,87.5,0.65,0.528
1987,7.5,78.125,0.942,0.586
1987,7.5,78.75,1.146,0.552
1987,7.5,79.375,2.014,0.858
1987,7.5,80,7.186,4.184
1987,7.5,80.625,9.468,7.686
1987,7.5,81.25,8.016,9.906
1987,7.5,81.875,2.688,5.178
1987,7.5,82.5,0.756,1.334
1987,7.5,83.125,0.724,0.716
1987,7.5,83.75,0.686,0.546
1987,7.5,84.375,0.664,0.494
1987,7.5,85,0.626,0.484
1987,7.5,85.625,0.612,0.502
1987,7.5,86.25,0.628,0.5
1987,7.5,86.875,0.66,0.524
1987,7.5,87.5,0.646,0.53
1987,8,78.125,1.138,0.92
1987,8,78.75,1.194,0.636
1987,8,79.375,2.232,1.012
1987,8,80,7.644,4.658
1987,8,80.625,9.62,8.144
1987,8,81.25,6.348,8.228
1987,8,81.875,1.126,3.048
1987,8,82.5,0.744,1.364
1987,8,83.125,0.75,0.796
1987,8,83.75,0.71,0.612
1987,8,84.375,0.67,0.528
1987,8,85,0.656,0.518
1987,8,85.625,0.622,0.532
1987,8,86.25,0.622,0.52
1987,8,86.875,0.654,0.524
1987,8,87.5,0.632,0.514
1987,8.5,78.125,5.412,4.498
1987,8.5,78.75,1.266,1.17
1987,8.5,79.375,1.808,0.754
1987,8.5,80,6.872,4.13
1987,8.5,80.625,9.45,8.57
1987,8.5,81.25,3.792,5.86
1987,8.5,81.875,0.812,2.39
1987,8.5,82.5,0.74,1.368
1987,8.5,83.125,0.72,0.876
1987,8.5,83.75,0.696,0.656
1987,8.5,84.375,0.664,0.582
1987,8.5,85,0.65,0.558
1987,8.5,85.625,0.634,0.548
1987,8.5,86.25,0.624,0.56
1987,8.5,86.875,0.628,0.552
1987,8.5,87.5,0.646,0.526
1987,9,78.125,9.506,7.18
1987,9,78.75,3.53,3.28
1987,9,79.375,1.802,1.34
1987,9,80,5.48,3.65
1987,9,80.625,6.956,6.91
1987,9,81.25,1.904,3.764
1987,9,81.875,0.698,1.892
1987,9,82.5,0.674,1.304
1987,9,83.125,0.684,0.912
1987,9,83.75,0.678,0.71
1987,9,84.375,0.654,0.638
1987,9,85,0.644,0.6
1987,9,85.625,0.65,0.582
1987,9,86.25,0.65,0.566
1987,9,86.875,0.628,0.566
1987,9,87.5,0.642,0.548
1987,9.5,78.125,11.704,9.088
1987,9.5,78.75,7.824,6.732
1987,9.5,79.375,2.24,2.238
1987,9.5,80,3.12,2.51
1987,9.5,80.625,2.9,3.536
1987,9.5,81.25,0.82,2.088
1987,9.5,81.875,0.638,1.506
1987,9.5,82.5,0.64,1.14
1987,9.5,83.125,0.628,0.878
1987,9.5,83.75,0.642,0.73
1987,9.5,84.375,0.634,0.666
1987,9.5,85,0.644,0.622
1987,9.5,85.625,0.64,0.58
1987,9.5,86.25,0.642,0.56
1987,9.5,86.875,0.636,0.576
1987,9.5,87.5,0.616,0.556
1988,10,78.125,12.548,8.922
1988,10,78.75,10.908,8.224
1988,10,79.375,5.158,4.34
1988,10,80,1.886,1.912
1988,10,80.625,0.856,1.372
1988,10,81.25,0.564,1.238
1988,10,81.875,0.58,1.146
1988,10,82.5,0.592,1.006
1988,10,83.125,0.578,0.86
1988,10,83.75,0.562,0.71
1988,10,84.375,0.548,0.622
1988,10,85,0.534,0.594
1988,10,85.625,0.556,0.586
1988,10,86.25,0.58,0.584
1988,10,86.875,0.606,0.584
1988,10,87.5,0.588,0.572
1988,10.5,78.125,13.318,9.262
1988,10.5,78.75,12.664,9.306
1988,10.5,79.375,8.822,7.114
1988,10.5,80,2.954,3.222
1988,10.5,80.625,0.544,1.138
1988,10.5,81.25,0.542,0.986
1988,10.5,81.875,0.562,0.928
1988,10.5,82.5,0.57,0.846
1988,10.5,83.125,0.548,0.786
1988,10.5,83.75,0.558,0.686
1988,10.5,84.375,0.546,0.616
1988,10.5,85,0.546,0.584
1988,10.5,85.625,0.574,0.576
1988,10.5,86.25,0.606,0.56
1988,10.5,86.875,0.614,0.576
1988,10.5,87.5,0.61,0.562
1988,11,78.125,14.122,9.602
1988,11,78.75,13.446,9.598
1988,11,79.375,10.416,8.628
1988,11,80,3.856,4.392
1988,11,80.625,0.538,1.276
1988,11,81.25,0.54,0.914
1988,11,81.875,0.56,0.812
1988,11,82.5,0.568,0.77
1988,11,83.125,0.548,0.716
1988,11,83.75,0.556,0.668
1988,11,84.375,0.548,0.618
1988,11,85,0.558,0.574
1988,11,85.625,0.578,0.572
1988,11,86.25,0.602,0.568
1988,11,86.875,0.606,0.578
1988,11,87.5,0.604,0.562
1988,11.5,78.125,14.374,9.75
1988,11.5,78.75,13.52,9.55
1988,11.5,79.375,10.53,8.952
1988,11.5,80,3.668,4.388
1988,11.5,80.625,0.55,1.302
1988,11.5,81.25,0.554,0.882
1988,11.5,81.875,0.568,0.77
1988,11.5,82.5,0.562,0.728
1988,11.5,83.125,0.552,0.658
1988,11.5,83.75,0.568,0.64
1988,11.5,84.375,0.552,0.608
1988,11.5,85,0.57,0.58
1988,11.5,85.625,0.578,0.57
1988,11.5,86.25,0.588,0.58
1988,11.5,86.875,0.602,0.578
1988,11.5,87.5,0.594,0.548
1988,12,78.125,14.186,9.374
1988,12,78.75,13.492,9.278
1988,12,79.375,11.142,9.072
1988,12,80,4.39,4.706
1988,12,80.625,0.586,1.312
1988,12,81.25,0.548,0.882
1988,12,81.875,0.568,0.752
1988,12,82.5,0.564,0.686
1988,12,83.125,0.546,0.618
1988,12,83.75,0.57,0.594
1988,12,84.375,0.568,0.578
1988,12,85,0.564,0.574
1988,12,85.625,0.576,0.572
1988,12,86.25,0.592,0.57
1988,12,86.875,0.608,0.58
1988,12,87.5,0.584,0.55
1988,12.5,78.125,14.178,8.99
1988,12.5,78.75,13.758,9.108
1988,12.5,79.375,12.064,9.15
1988,12.5,80,6.372,5.922
1988,12.5,80.625,0.98,1.662
1988,12.5,81.25,0.548,0.908
1988,12.5,81.875,0.55,0.766
1988,12.5,82.5,0.576,0.67
1988,12.5,83.125,0.558,0.608
1988,12.5,83.75,0.57,0.59
1988,12.5,84.375,0.574,0.572
1988,12.5,85,0.574,0.56
1988,12.5,85.625,0.576,0.562
1988,12.5,86.25,0.59,0.568
1988,12.5,86.875,0.608,0.596
1988,12.5,87.5,0.602,0.576
1988,13,78.125,14.178,8.59
1988,13,78.75,13.778,8.904
1988,13,79.375,12.394,9.006
1988,13,80,7.676,6.722
1988,13,80.625,1.684,2.278
1988,13,81.25,0.546,0.932
1988,13,81.875,0.546,0.776
1988,13,82.5,0.574,0.692
1988,13,83.125,0.568,0.62
1988,13,83.75,0.57,0.59
1988,13,84.375,0.582,0.556
1988,13,85,0.586,0.554
1988,13,85.625,0.586,0.562
1988,13,86.25,0.594,0.57
1988,13,86.875,0.602,0.596
1988,13,87.5,0.612,0.592
1988,13.5,78.125,14.164,8.466
1988,13.5,78.75,13.604,8.562
1988,13.5,79.375,12.492,8.884
1988,13.5,80,7.652,6.724
1988,13.5,80.625,1.65,2.344
1988,13.5,81.25,0.546,0.982
1988,13.5,81.875,0.542,0.78
1988,13.5,82.5,0.556,0.688
1988,13.5,83.125,0.558,0.608
1988,13.5,83.75,0.566,0.574
1988,13.5,84.375,0.576,0.566
1988,13.5,85,0.594,0.566
1988,13.5,85.625,0.602,0.558
